replicate,rmse_log_m1,rmse_log_m2,delta_rmse_log_m2_minus_m1,mae_log_m1,mae_log_m2,delta_mae_log_m2_minus_m1,relative_mae_improvement
15,0.3977941674552558,0.38148790540093075,-0.01630626205432506,0.31311424260242954,0.27658907688566886,-0.03652516571676068,0.11665124337105855
16,0.4501038939123003,0.4318143319042568,-0.018289562008043547,0.3167500764188909,0.27017115616014376,-0.04657892025874716,0.14705259359479417
17,0.4147264615389674,0.33654175643252954,-0.07818470510643788,0.32227278958020855,0.21997174557258986,-0.10230104400761869,0.3174361823748002
18,0.328098017014034,0.3479566152875986,0.019858598273564565,0.26498472259088557,0.2620296208523423,-0.002955101738543242,0.01115197023303745
19,0.3918774630187613,0.36794736252743754,-0.02393010049132377,0.3098663245582884,0.25995731143206596,-0.049909013126222423,0.16106627010007385
20,0.3377112218328582,0.31390117915104776,-0.023810042681810417,0.2745087128349072,0.24407229999460395,-0.03043641284030324,0.11087594461385297
21,0.29274454258043114,0.29415053343521763,0.0014059908547864874,0.18337431957935796,0.18755005510633382,0.004175735526975866,-0.022771648377780368
22,0.3499845840037285,0.3734610056311872,0.02347642162745872,0.2632465170486195,0.25393626445690237,-0.009310252591717139,0.035367049471722395
23,0.48340257430194655,0.46162243646079437,-0.02178013784115218,0.327214029974552,0.2889404839264033,-0.0382735460481487,0.1169679247895492
24,0.37101801185646277,0.35412636126825286,-0.016891650588209906,0.2987584411565002,0.2759127042684195,-0.02284573688808067,0.0764689251946969
