replicate,rmse_log_m1,rmse_log_m2,delta_rmse_log_m2_minus_m1,mae_log_m1,mae_log_m2,delta_mae_log_m2_minus_m1,relative_mae_improvement
355,0.3128748162639229,0.3208492555227421,0.007974439258819244,0.24217991563443272,0.23931935424991801,-0.0028605613845147093,0.01181172012972656
356,0.2418324754088381,0.21238815491264332,-0.029444320496194776,0.19309392290824204,0.15088504686680643,-0.04220887604143561,0.21859246218480533
357,0.42585188518816525,0.41807579442256604,-0.007776090765599208,0.3188347507435503,0.2829051228284718,-0.03592962791507848,0.11269043864035357
358,0.4087100177570493,0.4120515117023806,0.0033414939453312864,0.2981502239398809,0.2848947080454061,-0.013255515894474768,0.04445918476703078
359,0.39958186997014195,0.405816537096418,0.006234667126276072,0.2919015303411586,0.27475030970239966,-0.017151220638758957,0.058756871259679745
360,0.4151266401255851,0.4036629729595391,-0.011463667166045965,0.29371935998604265,0.25886847194241264,-0.03485088804363001,0.11865369734322621
361,0.3624096438709392,0.3555830220438199,-0.006826621827119295,0.28132617441803226,0.24223468268578738,-0.03909149173224488,0.13895433588115938
362,0.36294282065686634,0.3210550853150748,-0.04188773534179152,0.2882551686215856,0.22156551039277445,-0.06668965822881118,0.2313563310858087
363,0.2708083640829995,0.2867714956585793,0.01596313157557977,0.22172774765191489,0.22121350747031698,-0.0005142401815979025,0.002319241443814222
364,0.38313590804256303,0.3962453865726062,0.013109478530043184,0.28487293428896876,0.29350725428486985,0.008634319995901085,-0.030309372904983044
365,0.350549581592466,0.3449900709353259,-0.00555951065714011,0.2731339007174458,0.2297702216299282,-0.04336367908751762,0.1587634452318568
366,0.48214887454716077,0.47185774796750085,-0.010291126579659915,0.33505331938855515,0.3031177509807458,-0.03193556840780937,0.09531488440732108
367,0.25821278898005595,0.20084314980165174,-0.05736963917840421,0.2186512606221652,0.15173073256040367,-0.06692052806176152,0.30606056361779616
368,0.3222899001588893,0.299302529971669,-0.022987370187220302,0.2257377500936782,0.1792476590607109,-0.04649009103296728,0.20594734825555097
369,0.3573103344174866,0.3254936593939147,-0.03181667502357188,0.27341392682015303,0.2162961922107827,-0.057117734609370335,0.20890572500698326
370,0.40980492325783313,0.38398986858784495,-0.02581505466998818,0.30677371689757793,0.259703536965354,-0.047070179932223954,0.15343615616177184
371,0.3180743285067629,0.33848140307395613,0.020407074567193206,0.26104313576427485,0.2671245213192208,0.006081385554945973,-0.023296477561614716
372,0.3439887731631986,0.27150660026601736,-0.07248217289718123,0.26333052716274385,0.19124460846208718,-0.07208591870065667,0.27374691220705316
373,0.48813348595383405,0.48124790373511406,-0.006885582218719988,0.36441552312941666,0.32465024918389673,-0.03976527394551993,0.10912069168743367
374,0.37815533236633103,0.35043577950439575,-0.02771955286193528,0.2810346935798024,0.23414387980515636,-0.04689081377464602,0.16685062323570715
375,0.3750469576656689,0.3318204163164693,-0.04322654134919962,0.28847111418613086,0.2357109405161147,-0.052760173670016175,0.1828958640065903
376,0.44959904932610717,0.42734323644710315,-0.022255812879004022,0.3398138985868461,0.28417567736622085,-0.05563822122062523,0.16373144668891698
377,0.3413776130881084,0.3473172196893043,0.0059396066011959125,0.2605884167524726,0.2434459089400111,-0.01714250781246146,0.06578384421723843
378,0.43780095226428956,0.4373207206483874,-0.00048023161590216024,0.31203344113993214,0.2971146356513296,-0.014918805488602527,0.04781155966520958
379,0.3470610767858348,0.33365564967950223,-0.01340542710633258,0.3054585367938143,0.26010356497798914,-0.04535497181582515,0.1484815984908614
380,0.3694196049226188,0.3431286923388733,-0.02629091258374555,0.26302072464423343,0.2302142949714823,-0.03280642967275113,0.12472944752595332
381,0.33551988534424954,0.362245877202593,0.026725991858343456,0.2453836257958998,0.2655160690155033,0.020132443219603474,-0.08204477032362717
382,0.31216319848501883,0.3470149367814012,0.034851738296382384,0.23295875713283823,0.22872669588680433,-0.004232061246033897,0.018166568615493952
383,0.3905064380858739,0.39315114048606564,0.0026447024001917674,0.28969802348449347,0.2698900895053076,-0.0198079339791859,0.06837441878593331
384,0.3605858785387788,0.323154013572924,-0.03743186496585482,0.2880660018929506,0.20741335719058038,-0.08065264470237024,0.27997974135226794
385,0.32194994485750417,0.33641421877936206,0.014464273921857895,0.24056031009574022,0.23551954565167427,-0.005040764444065954,0.020954264824732675
386,0.31681257744745667,0.3160501873100619,-0.0007623901373947639,0.2262290804579755,0.18833144029846358,-0.037897640159511914,0.16751887106110486
387,0.3927172634699276,0.3918398091967297,-0.000877454273197853,0.2667377113608744,0.2386990642650938,-0.028038647095780578,0.10511692161085755
388,0.3814424435089198,0.38037936082151297,-0.0010630826874068466,0.22304857238596645,0.21136068067855796,-0.011687891707408499,0.0524006568720987
389,0.4595746955734004,0.4532630977759425,-0.006311597797457935,0.32624887816494236,0.31040006327421443,-0.015848814890727925,0.04857891000230568
390,0.38452424359102605,0.3252389999571407,-0.059285243633885376,0.2939476557107036,0.2121544720353568,-0.08179318367534677,0.27825764923209906
391,0.31754005811834574,0.35291688048683734,0.0353768223684916,0.22506829467431258,0.2669694167354695,0.0419011220611569,-0.1861707004169128
392,0.2827646664695925,0.2624902118777904,-0.02027445459180205,0.2318460749983115,0.19794308209165912,-0.033902992906652385,0.14623060971335958
393,0.429923807779899,0.4274390209481917,-0.0024847868317073307,0.3212607488082753,0.2840787827901767,-0.037181966018098644,0.11573765595711914
394,0.318148256563164,0.35100180125891484,0.03285354469575086,0.23602617037945212,0.2624902103047767,0.02646403992532459,-0.11212332887823055
395,0.3353556888498432,0.3029031075101831,-0.03245258133966006,0.27217162368372916,0.22909542802489377,-0.04307619565883539,0.15826850380586002
396,0.4208475272551207,0.40769529432960167,-0.013152232925519036,0.32672748928330525,0.2928826330570032,-0.03384485622630207,0.10358741561826532
397,0.3942939495038502,0.3740352201622748,-0.02025872934157541,0.2941227231427446,0.24489286749510528,-0.04922985564763935,0.1673786204670319
398,0.3050286590835287,0.3216984322954324,0.01666977321190366,0.22318267376336942,0.22262667689882104,-0.0005559968645483804,0.0024912187634147575
399,0.2788232093343811,0.27202261613481243,-0.006800593199568661,0.20713204795110546,0.19619089585651261,-0.010941152094592843,0.05282211131893774
400,0.34141788356880154,0.3240232720315421,-0.017394611537259463,0.26639901126528936,0.23752333528310152,-0.02887567598218785,0.10839257940575632
401,0.3584318758266511,0.37081064448558215,0.01237876865893106,0.2761984423659931,0.2521900541230094,-0.024008388242983736,0.08692441578352567
402,0.40506741896567017,0.4072657570773286,0.0021983381116584266,0.28986660646209705,0.26525180991800157,-0.024614796544095485,0.0849176690082585
403,0.3368272050494181,0.3199529478882046,-0.01687425716121349,0.2564594335103416,0.20783191422471578,-0.048627519285625836,0.18961095959710506
404,0.3844649729647939,0.33106915844863116,-0.053395814516162765,0.31568603792743855,0.24031663496506223,-0.07536940296237632,0.2387479771268827
405,0.37150431469883805,0.38536685366091855,0.013862538962080506,0.26563504217747846,0.2583014670000753,-0.007333575177403184,0.027607709876257252
406,0.4438821748299057,0.4085111660996458,-0.035371008730259945,0.3454710858821814,0.2686512433320659,-0.07681984255011548,0.22236258167293899
407,0.34759258397355297,0.336248435363571,-0.011344148609981952,0.2667852001447115,0.22817959380235303,-0.03860560634235849,0.14470670157646587
408,0.36435226348401406,0.33159681940182667,-0.03275544408218739,0.29067193960600957,0.22991810997061393,-0.060753829635395634,0.20901167728038778
409,0.376482504158662,0.40064688516381136,0.024164381005149338,0.29032454384107437,0.27640069248006155,-0.013923851361012818,0.04795960815712098
410,0.3276633040550633,0.3551542687850326,0.027490964729969314,0.2702217552661279,0.2796851435462508,0.009463388280122886,-0.03502082306734655
411,0.40546771842527235,0.37571997595525264,-0.02974774247001971,0.30005739484528077,0.2547840442511922,-0.045273350594088546,0.1508823024256174
412,0.37916571055126624,0.4127859834261828,0.033620272874916535,0.23969782139873963,0.26261779564672494,0.02291997424798531,-0.09562028605115151
413,0.3379791296951211,0.36402525008024195,0.02604612038512083,0.24870955787295054,0.25174233290785514,0.0030327750349045945,-0.012194042966590938
414,0.3951337999839596,0.3625335111865974,-0.03260028879736221,0.28915689732155864,0.24037761432929736,-0.04877928299226128,0.16869486235362385
415,0.468126402574519,0.4852834871583717,0.017157084583852733,0.3347954789749709,0.32605284566374815,-0.00874263331122277,0.0261133553475385
416,0.3116697206510693,0.290642087035565,-0.021027633615504304,0.2536794235586018,0.21899480193850424,-0.034684621620097555,0.13672619218990442
417,0.34747287602205634,0.3508320173730658,0.0033591413510094537,0.24579149014775598,0.21969161597961917,-0.026099874168136805,0.10618705371958578
418,0.32086494703550694,0.3602159529218731,0.03935100588636614,0.2732937183126046,0.27652856884061844,0.0032348505280138107,-0.011836534509416186
419,0.46491441969929337,0.48679812436131376,0.021883704662020387,0.3141996953931684,0.3482180393307547,0.03401834393758629,-0.10826981832371932
420,0.3391751854956903,0.34427107353785774,0.005095888042167429,0.25380083196875175,0.23194094258991232,-0.021859889378839426,0.08613009346451174
421,0.45243634332691746,0.4589022946532975,0.006465951326380059,0.312625404337788,0.3151635504505072,0.0025381461127191862,-0.00811880953211579
422,0.39614814890683286,0.41156371310741724,0.015415564200584375,0.2714152035899642,0.2771276255451695,0.005712421955205327,-0.021046801651668966
423,0.3319123698388568,0.31614614093777893,-0.015766228901077872,0.2306311653767378,0.20852476576475806,-0.022106399611979743,0.09585174482324957
424,0.3446316925784408,0.33978219197784476,-0.004849500600596024,0.2663619102959827,0.22948544346810423,-0.036876466827878485,0.13844497055491592
425,0.43911574574461665,0.4154490315654806,-0.023666714179136072,0.3168616919403727,0.2610372573259197,-0.05582443461445302,0.17617918490745832
426,0.43445837933790626,0.4147708252476213,-0.019687554090284942,0.3313532335536276,0.2859418203832101,-0.045411413170417525,0.13704834772064461
427,0.30266567179159304,0.30398901701928727,0.0013233452276942281,0.23735598926249427,0.22274080478817146,-0.014615184474322807,0.06157495549084179
428,0.45568487270616276,0.44801003170343656,-0.007674841002726196,0.34206768047045244,0.3234707794968351,-0.018596900973617325,0.05436614458296861
429,0.3016005854523588,0.2857871292833659,-0.01581345616899288,0.2417438558528698,0.2256081203065607,-0.01613573554630912,0.06674724157676072
430,0.4015781782483269,0.4057182894406348,0.004140111192307894,0.3169934564370852,0.28219311616636555,-0.034800340270719654,0.10978251936764064
431,0.45451669400496475,0.44803762054246066,-0.0064790734625040924,0.33819527894495965,0.31411198792389533,-0.024083291021064324,0.07121119814621603
432,0.3359664984092533,0.32001804358640057,-0.01594845482285273,0.23894246585832465,0.21100671326817994,-0.02793575259014472,0.11691413868101859
433,0.4489427602521231,0.4558177528308596,0.006874992578736527,0.29823330450268093,0.2839959904623195,-0.014237314040361437,0.04773884682028681
434,0.3002244985492268,0.3228946775751848,0.022670179025958026,0.21047681880857336,0.21554426455977727,0.005067445751203908,-0.024076027848998902
435,0.4070718622093634,0.4377350919406375,0.030663229731274055,0.29145205436644445,0.30514585751993006,0.013693803153485617,-0.04698475426173636
436,0.3348874491733862,0.3225054555384911,-0.012381993634895117,0.2488084530504907,0.22621769287246013,-0.022590760178030578,0.09079579050092094
437,0.385432651466333,0.3849535578987157,-0.0004790935676172725,0.27464161047035096,0.2501476795516637,-0.024493930918687234,0.08918506877650095
438,0.3394073122226786,0.3298873240308835,-0.009519988191795115,0.23389554062985224,0.2212471652499929,-0.012648375379859328,0.054077026632482136
439,0.3016795148605044,0.29219684597049744,-0.009482668890006984,0.25525180517051294,0.2272256923259019,-0.02802611284461104,0.10979790260793289
440,0.3846213962245643,0.41947153280458127,0.034850136580016955,0.253999942152131,0.2859941924052012,0.03199425025307018,-0.1259616438570191
441,0.3423226355659447,0.32113794880859087,-0.021184686757353854,0.24730825592951186,0.20270396360567627,-0.04460429232383559,0.1803590913541874
442,0.27912964436231275,0.27410070300675776,-0.005028941355554983,0.22106678833678564,0.1990690652446265,-0.021997723092159138,0.09950713654303678
443,0.33448846965887913,0.3298197260127426,-0.004668743646136508,0.26121118354799144,0.2437190575798141,-0.01749212596817734,0.0669654558070006
444,0.31151761780958315,0.3165468870030086,0.005029269193425445,0.21359760928763888,0.19826976768112675,-0.015327841606512127,0.07176036125887092
445,0.38750792856261906,0.37937038970935,-0.008137538853269066,0.2947944119217891,0.25953523362276437,-0.03525917829902475,0.11960599276345592
446,0.4117099623086389,0.423501191245008,0.011791228936369136,0.2926001903385872,0.27432068529830295,-0.01827950504028425,0.06247263550694145
447,0.41426168459764406,0.4519834628594651,0.03772177826182105,0.29627767570827623,0.31097291854090403,0.014695242832627797,-0.04959956161900354
448,0.2920722678827973,0.2859652549274826,-0.0061070129553146835,0.22795357245775372,0.21390571535001807,-0.01404785710773565,0.06162595723451151
449,0.321302675645423,0.2881036135276814,-0.033199062117741596,0.25548150784615575,0.19263268578723597,-0.06284882205891978,0.24600145266390744
450,0.35000486306737855,0.34418858111997025,-0.005816281947408297,0.2754089172735489,0.23319184443258623,-0.042217072840962655,0.15328869253362157
451,0.3393006768469956,0.32692960429215,-0.012371072554845597,0.2311052230711673,0.20695901237947725,-0.02414621069169004,0.10448145814625046
452,0.4575845864793438,0.4396124826391286,-0.017972103840215192,0.34097624593785203,0.29715250004042815,-0.04382374589742388,0.12852433686952905
453,0.2842664500304244,0.26334090374583524,-0.020925546284589147,0.23045988273172,0.1956995989107585,-0.034760283820961496,0.15083008551829472
454,0.36449376312676657,0.37635435115864335,0.011860588031876784,0.30466579920070586,0.28274022246060965,-0.02192557674009621,0.07196599289325617
455,0.4305392537042578,0.4276261626389468,-0.0029130910653109576,0.29171337584361956,0.2876968193052763,-0.004016556538343263,0.013768845966447701
456,0.43106416766036243,0.4684542185140927,0.03739005085373026,0.28399147812696557,0.3293307205620549,0.045339242435089355,-0.15965001039509819
457,0.37167319639846974,0.3390441247904892,-0.032629071607980564,0.2833961522264831,0.20838851729487365,-0.07500763493160947,0.26467414727517274
458,0.3250174749702549,0.33428218529931103,0.009264710329056125,0.24590897889283,0.2335962616790496,-0.01231271721378041,0.05007022219854134
459,0.40168566066287453,0.3816991664133416,-0.019986494249532916,0.2929061723734159,0.24762709599579752,-0.045279076377618355,0.15458559992342408
460,0.43858678283855035,0.4235548475376795,-0.015031935300870825,0.30208685024768483,0.28734829848476995,-0.014738551762914887,0.04878912058181467
461,0.34411090462991356,0.30765271043882775,-0.03645819419108581,0.2887494708492382,0.22470013233023423,-0.06404933851900396,0.22181629746585887
462,0.29485754483717197,0.32051354899917195,0.02565600416199998,0.2227961310118059,0.22430166108417326,0.001505530072367367,-0.006757433648107603
463,0.2764359299523563,0.34407454651038666,0.06763861655803038,0.22734378256467247,0.25541422009250103,0.028070437527828562,-0.12347132264258587
464,0.32136527580204005,0.2877413290443923,-0.03362394675764774,0.24873328824242194,0.20900266420118369,-0.039730624041238255,0.15973183292827198
465,0.37467529311822656,0.3739741000455839,-0.0007011930726426585,0.25200650598979213,0.22373344284791563,-0.028273063141876498,0.11219179850468518
466,0.4984615132991207,0.4832850308366291,-0.015176482462491592,0.3791177879799579,0.33588774977174424,-0.04323003820821364,0.11402798702365029
467,0.38631892177280647,0.31711946241191336,-0.06919945936089311,0.29456122852380007,0.22207658787249146,-0.07248464065130861,0.2460766510737579
468,0.37297459347040324,0.3483117369940665,-0.02466285647633676,0.2890073129224861,0.24362838680914772,-0.04537892611333838,0.15701653240002733
469,0.2823367651585598,0.25720249931022704,-0.025134265848332782,0.2416378310925997,0.19091974905376413,-0.05071808203883557,0.20989297002669893
470,0.3837571982504752,0.390369146002489,0.0066119477520137915,0.2638135002226111,0.2528895482655408,-0.0109239519570703,0.041407858005190985
471,0.27270207427102466,0.2658695102317776,-0.006832564039247091,0.22763171447542155,0.20171982328527896,-0.02591189119014259,0.11383251780120654
472,0.3792512421642893,0.36081044080186025,-0.018440801362429038,0.2789651387371009,0.24629673767048807,-0.03266840106661281,0.11710567569304704
473,0.34977757998936704,0.3616084690547947,0.011830889065427674,0.21539908720416023,0.2363430053310458,0.020943918126885563,-0.09723308672628883
474,0.3617094539127532,0.31616163058195756,-0.045547823330795656,0.27708471739751545,0.21608292795509412,-0.06100178944242132,0.22015573437385222
475,0.32620224709337364,0.3136562805272178,-0.012545966566155864,0.252451870104211,0.22760234169466315,-0.02484952840954785,0.09843273650256612
476,0.3657969102376322,0.35850694942087646,-0.007289960816755758,0.2916975036591749,0.27779215818090974,-0.013905345478265163,0.04767043016765903
477,0.4332482411956412,0.4450308061189647,0.011782564923323469,0.3267887416545234,0.3188676793370108,-0.00792106231751255,0.024239091828587505
478,0.4313004488579303,0.42873088023693584,-0.0025695686209944446,0.30837181600200964,0.28707259580747413,-0.021299220194535506,0.06906993145701973
479,0.4526179459082336,0.41487696006424185,-0.03774098584399177,0.33729172146134734,0.26554767583137223,-0.0717440456299751,0.21270621561400158
480,0.37044538330809895,0.34147447473643516,-0.02897090857166379,0.2863320641809733,0.2191052580949875,-0.0672268060859858,0.23478616088031196
481,0.407667770710154,0.37067236800611786,-0.03699540270403612,0.32652704743465893,0.2540782968404326,-0.07244875059422634,0.22187672097431377
482,0.4327714692554878,0.4273797881737904,-0.005391681081697408,0.29839677760638317,0.26647840292779945,-0.031918374678583716,0.10696621771394402
483,0.43669371603275253,0.4398800267007705,0.0031863106680179443,0.3099353255395215,0.2926133735575596,-0.017321951981961903,0.05588892441288719
484,0.3670196960336514,0.3511751047416846,-0.015844591291966803,0.2552587953473974,0.22427766273935798,-0.030981132608039447,0.12137145976057481
485,0.347639270708796,0.3702212207490811,0.02258195004028507,0.2585328086723487,0.2668227461705765,0.008289937498227817,-0.032065320996586016
486,0.35156538851334823,0.3510253587777791,-0.0005400297355691586,0.27318563392802175,0.2393618465808482,-0.03382378734717356,0.12381246722543751
487,0.4858708277514166,0.4679363517113202,-0.017934476040096403,0.349119020193782,0.3005259330738725,-0.048593087119909506,0.13918773916396027
488,0.458869971578422,0.4715553275833576,0.012685356004935588,0.31537229613424794,0.32650866144775276,0.011136365313504815,-0.03531180591957982
489,0.33411379099169913,0.35076737554098214,0.016653584549283007,0.27372866706350785,0.25029485922751005,-0.0234338078359978,0.08560962243154795
490,0.33063638435331805,0.2845447381778226,-0.04609164617549544,0.2881556120861764,0.2083493706000033,-0.0798062414861731,0.2769553607108165
491,0.4151446505931996,0.4470340101997483,0.031889359606548706,0.28954244839756893,0.3210454797219965,0.031503031324427555,-0.10880280766698132
492,0.29571940386848394,0.28992778482930415,-0.005791619039179796,0.2212600320752455,0.2025427838809472,-0.01871724819429829,0.08459389623487437
493,0.363809565705724,0.3652843388372878,0.0014747731315638002,0.2509586216863511,0.24055414829388147,-0.01040447339246961,0.04145891989107733
494,0.42096850816824294,0.4187398046588707,-0.002228703509372265,0.30254538799963687,0.2846912216175426,-0.01785416638209425,0.05901318311325796
495,0.37585259719368846,0.40447655670155713,0.028623959507868668,0.24849889797971725,0.26752774460809364,0.019028846628376395,-0.07657517511377274
496,0.37403616974806525,0.3588704542635303,-0.015165715484534936,0.28480294738724293,0.25411834805161054,-0.03068459933563239,0.10773975345806704
497,0.3739209927970471,0.4090929985042571,0.03517200570721002,0.2931428384756175,0.29971299039062765,0.006570151915010147,-0.02241280035758618
498,0.4048951498994121,0.368946612971577,-0.03594853692783512,0.3261926768215433,0.24484520957187098,-0.08134746724967232,0.2493847134838551
499,0.32093502267956175,0.327115135178937,0.006180112499375223,0.2522852428122104,0.24269811131295904,-0.009587131499251333,0.03800115849973657
500,0.32206456435871567,0.32232592383434555,0.0002613594756298854,0.23415960068590333,0.20839004862063337,-0.025769552065269957,0.11005122997214487
501,0.2801352336790143,0.29637226737556366,0.016237033696549386,0.21263627480309433,0.20484548961325516,-0.007790785189839167,0.03663902218496631
502,0.29957226735610704,0.3186404453427652,0.019068177986658164,0.23763499198791024,0.23685113235835928,-0.0007838596295509648,0.0032985867232501005
503,0.29340108174712826,0.26062497498088116,-0.03277610676624709,0.2429871497951428,0.18784627591581213,-0.05514087387933067,0.22692917681374816
504,0.3804864019184623,0.37408974030483705,-0.006396661613625232,0.2801949362783073,0.26772403489004787,-0.012470901388259459,0.044507947052521216
505,0.41411604512204414,0.41047381137978245,-0.0036422337422616913,0.2585765271026756,0.2510543800489032,-0.00752214705377241,0.02909060284031704
506,0.4029768581460068,0.42485952718083597,0.02188266903482916,0.29698173354933716,0.28843709220226316,-0.008544641347074,0.02877160573128142
507,0.41483217187017857,0.42240689387878266,0.007574722008604096,0.3157476197790403,0.2966495120181112,-0.01909810776092913,0.06048535781297086
508,0.3193571001481027,0.33277600417555114,0.013418904027448442,0.25504571317850266,0.26062593396126654,0.005580220782763878,-0.021879296512066312
509,0.2516313395233629,0.24010923929930722,-0.011522100224055698,0.1888320481965435,0.17200035006031933,-0.016831698136224177,0.08913581299878245
510,0.3353850426434942,0.3694834225495088,0.03409837990601455,0.2706483691654742,0.27861074713038037,0.007962377964906175,-0.029419641394690926
511,0.3600827019781493,0.34614601592493194,-0.013936686053217351,0.27015136826894687,0.25056066975351216,-0.019590698515434712,0.07251748766244027
512,0.3556108066409385,0.3628568803918896,0.007246073750951099,0.26893558400908574,0.24870151902768156,-0.020234064981404176,0.07523758916455096
513,0.3461158771598293,0.37019044421058006,0.024074567050750784,0.2588330170193545,0.27092659648426165,0.012093579464907134,-0.046723480660130864
514,0.3217924885830836,0.2907082293092868,-0.03108425927379682,0.25550622678517027,0.20767064974022933,-0.04783557704494093,0.18721883081605328
515,0.2838978239953347,0.2695297754705835,-0.014368048524751209,0.23610747959037817,0.19573424792868932,-0.04037323166168885,0.1709951405678981
516,0.3281603202116503,0.3570834517038997,0.0289231314922494,0.27017737244546686,0.2748535320429813,0.00467615959751444,-0.017307739560826048
517,0.33109287252920633,0.2976074297101692,-0.03348544281903715,0.26764490525732876,0.2144924682489336,-0.05315243700839517,0.1985931208266096
518,0.40916813008826936,0.3862812246148826,-0.02288690547338673,0.2808617600338506,0.2541320061124505,-0.02672975392140009,0.095170499245531
519,0.38218216904569174,0.36191027361985073,-0.020271895425841013,0.29597833615008035,0.23780916957070938,-0.05816916657937096,0.19653183856630438
520,0.35689262499709484,0.38728596330916776,0.030393338312072915,0.26444820370090355,0.26455671514556356,0.00010851144466000884,-0.0004103315626327247
521,0.43345936684025027,0.4379608428649356,0.004501476024685314,0.3080903586203391,0.294313177193722,-0.013777181426617102,0.04471798951551994
522,0.41991757586469103,0.44230024928619693,0.022382673421505905,0.3213394044069681,0.3184369437535636,-0.0029024606534045483,0.00903238324836333
523,0.4291327853574404,0.4317240760019079,0.0025912906444674477,0.28410868528929306,0.25387990336772825,-0.030228781921564807,0.10639865476405416
524,0.3531702249835754,0.35862080514079037,0.005450580157214946,0.2600574698465154,0.24767099365669193,-0.01238647618982347,0.04762976505590824
525,0.29533855773206,0.2977580876707606,0.002419529938700593,0.24541698821082686,0.23245657543493103,-0.012960412775895824,0.05280976215371899
526,0.41527983423034665,0.4144803113218659,-0.000799522908480732,0.30055571264061903,0.2804188439994254,-0.020136868641193628,0.06699878855828542
527,0.5107886775137999,0.4988589145135452,-0.011929763000254667,0.3485106625931934,0.32926620950878965,-0.019244453084403756,0.05521912282743343
528,0.385455822446108,0.3875607016545752,0.002104879208467192,0.28205067685141905,0.2769408468845649,-0.0051098299668541625,0.018116708755660814
529,0.43760286314959324,0.4167184282382204,-0.020884434911372818,0.31311831365550896,0.25771537727542126,-0.0554029363800877,0.1769393036558114
530,0.3551893931477659,0.35881074594205753,0.0036213527942916546,0.28226600078419617,0.26895759795304697,-0.013308402831149202,0.04714844435452932
531,0.3936567523616396,0.3657919536525002,-0.027864798709139382,0.2806527750274128,0.23999037992944372,-0.040662395097969095,0.14488506338124535
532,0.3428625926005493,0.3538844179690088,0.011021825368459526,0.23282703508029257,0.22445326472168084,-0.008373770358611726,0.035965627255116456
533,0.4045304972289357,0.37978641509997246,-0.02474408212896323,0.29215796199034044,0.24861784574017834,-0.0435401162501621,0.1490293673790128
534,0.29548636184267224,0.31152729705754634,0.016040935214874097,0.2507251773184743,0.23333789930544055,-0.017387278013033775,0.06934795379942331
535,0.3814641638346916,0.3604014260619278,-0.021062737772763795,0.2986675108395964,0.25133173058078484,-0.04733578025881158,0.158489887720777
536,0.2874371304250409,0.3037847370233642,0.01634760659832335,0.23576611644754983,0.20356123939126902,-0.032204877056280806,0.13659671517491076
537,0.36922993031893525,0.3295520812988784,-0.03967784902005683,0.26631895025027685,0.2115305296280666,-0.05478842062221026,0.20572482946002188
538,0.2907195785033784,0.2944354196173161,0.0037158411139377456,0.23630158566189227,0.2180450356645968,-0.01825654999729548,0.07725953233093207
539,0.26396321979119336,0.25364540939765307,-0.010317810393540294,0.2171833063314831,0.186265462043251,-0.030917844288232105,0.14235829083954885
540,0.2774432348146056,0.2877100787808421,0.010266843966236505,0.20579241526969944,0.1829470855013718,-0.02284532976832765,0.11101152459087427
541,0.3273266324579929,0.30752725225829225,-0.019799380199700678,0.25270052553508,0.2252604778754362,-0.02744004765964378,0.1085872203927591
542,0.3499482106569665,0.3058658171016584,-0.04408239355530813,0.2533152994134581,0.1839726775894146,-0.0693426218240435,0.27374036224659026
543,0.2380242329822238,0.2572906980286608,0.019266465046436976,0.18504565681081878,0.1929920266177922,0.007946369806973413,-0.04294275231272991
544,0.37727995770997613,0.3421192175396239,-0.035160740170352256,0.2910531854823655,0.2472711841539473,-0.04378200132841817,0.15042611973429462
545,0.42773350176437447,0.4146611295006387,-0.013072372263735754,0.31662589714363865,0.2689476169802648,-0.04767828016337383,0.15058237684754
546,0.4170145241894199,0.40511499256875305,-0.01189953162066687,0.29268030294492037,0.2606045604274931,-0.032075742517427286,0.10959310276326875
547,0.4172569532480598,0.38341644468302066,-0.03384050856503912,0.29905711533403245,0.2482355072513628,-0.05082160808266964,0.16993947134782045
548,0.34377099859507493,0.3552925646265234,0.011521566031448494,0.24850498231307405,0.251689191729332,0.003184209416257966,-0.012813463080778006
549,0.3697726081472457,0.3632806306283276,-0.006491977518918113,0.264844363536591,0.24138515750238088,-0.023459206034210145,0.08857732791043148
550,0.32379073279910947,0.2917670052369226,-0.032023727562186854,0.2494485039044962,0.20851432649975143,-0.040934177404744754,0.1640987088077177
551,0.3021846795043072,0.3043352832654456,0.0021506037611384032,0.21018904235188068,0.203425553450879,-0.006763488901001674,0.03217812320434295
552,0.36473223019853074,0.3607392397216779,-0.003992990476852865,0.26125037120832106,0.2574325609080893,-0.003817810300231761,0.014613607179097321
553,0.4347450098324899,0.4095763685266696,-0.025168641305820305,0.3265790919695024,0.2766634359879051,-0.04991565598159731,0.15284400382330257
554,0.3891807288876146,0.41202754857219837,0.02284681968458374,0.26338011944490597,0.27919474567838265,0.01581462623347668,-0.06004487455927665
555,0.3963197877285203,0.4302411720412658,0.033921384312745495,0.32115280511897204,0.33157646881387964,0.010423663694907603,-0.03245702210524403
556,0.38122564250008734,0.4131798747210441,0.03195423222095678,0.2664895413662523,0.26594840670367653,-0.0005411346625757707,0.002030603752032645
557,0.45607388842716723,0.439908289421622,-0.016165599005545206,0.31439491439201706,0.2753322757624011,-0.03906263862961595,0.1242470435794295
558,0.4849244260463125,0.4559472936531724,-0.028977132393140093,0.3624566613482615,0.30194083053071374,-0.060515830817547744,0.16696018385326886
559,0.3181347909280769,0.3404222552676949,0.02228746433961798,0.2680798956982671,0.2612261260956754,-0.006853769602591708,0.025566145438618997
560,0.34471503920046315,0.3322407605348328,-0.012474278665630334,0.28175629240237987,0.24379736771063554,-0.037958924691744333,0.13472254467891243
561,0.3467857580739094,0.31737321284959336,-0.029412545224316022,0.3067949873205346,0.26010983057503867,-0.04668515674549595,0.1521705330104368
562,0.3342248911770884,0.29743103194235,-0.036793859234738435,0.24187872594516596,0.18460795188047546,-0.0572707740646905,0.2367747466872048
563,0.32867991770096944,0.30079290950209575,-0.027887008198873686,0.2820264882386496,0.22113850182611539,-0.060887986412534234,0.21589456647423513
