C1,Q1_percent,C2,q,single_stage_0_80,C2_effective,tau_0_80_min,E0_20,E20_40,E40_60,E60_80,observed_train_parameter_combo,d5_raw,d5_soc,passes_raw_5nn,passes_soc_5nn,passes_double_5nn,support_bootstrap_rate,passes_support_bootstrap,q2b_pred_log_life,q2b_pred_cycle_life,model_disagreement_log,candidate_type,status,status_reason
1.0,24.0,4.25,0.24,False,4.25,22.305882352941175,1.0,3.600000000000001,4.25,4.25,False,2.151746443032274,17.361556841223976,False,False,False,0.0,False,5.544075350117785,255.71801925662007,N/A,new_parameter_combo,rejected,no_support
1.0,24.0,4.4,0.24,False,4.4,22.03636363636364,1.0,3.720000000000001,4.4,4.4,False,2.0756716395186507,16.97190073479091,False,False,False,0.0,False,5.439854888716306,230.40874612570892,N/A,new_parameter_combo,rejected,no_support
1.0,24.0,4.5,0.24,False,4.5,21.866666666666667,1.0,3.800000000000001,4.5,4.5,False,2.0273166390828155,16.728677040265694,False,False,False,0.0,False,5.383897007151296,217.86966284927976,N/A,new_parameter_combo,rejected,no_support
1.0,24.0,4.75,0.24,False,4.75,21.473684210526315,1.0,4.0,4.75,4.75,False,1.9157277351184439,16.173619505069475,False,False,False,0.0,False,5.2913307943646775,198.60755543457987,N/A,new_parameter_combo,rejected,no_support
1.0,24.0,4.8,0.24,False,4.8,21.400000000000002,1.0,4.04,4.8,4.8,False,1.9078785365436877,16.07110229831123,False,False,False,0.0,False,5.280931007428938,196.5527822952205,N/A,new_parameter_combo,rejected,no_support
1.0,24.0,4.85,0.24,False,4.85,21.327835051546394,1.0,4.08,4.85,4.85,False,1.904941077882485,15.971260974899755,False,False,False,0.0,False,5.273235705700395,195.04605412920768,N/A,new_parameter_combo,rejected,no_support
1.0,24.0,5.0,0.24,False,5.0,21.119999999999997,1.0,4.2,5.0,5.000000000000001,False,1.9011576763130624,15.687196406298696,False,False,False,0.0,False,5.266376711757932,193.7128120022198,N/A,new_parameter_combo,rejected,no_support
1.0,24.0,5.4,0.24,False,5.4,20.62222222222222,1.0,4.5200000000000005,5.4,5.4,False,1.9279005446869097,15.017853824344918,False,False,False,0.0,False,5.306002211233999,201.54288977817365,N/A,new_parameter_combo,rejected,no_support
1.0,24.0,5.5,0.24,False,5.5,20.509090909090908,1.0,4.6000000000000005,5.499999999999999,5.5,False,1.9427816424405713,14.866170896629967,False,False,False,0.0,False,5.323865563447692,205.17546983731887,N/A,new_parameter_combo,rejected,no_support
1.0,24.0,6.0,0.24,False,6.0,20.0,1.0,5.000000000000001,6.0,6.0,False,1.9299234678703547,14.22488771346334,False,False,False,0.0,False,5.460924188584209,235.31479915319053,N/A,new_parameter_combo,rejected,no_support
