repeat,feature,standardized_coefficient
89,Q1_percent,0.21275287920159686
89,C2,-0.18327024094068783
90,C1,0.07430619426199585
90,Q1_percent,0.028564310621586788
90,C2,-0.042434228954554176
91,C1,-0.048095889221715156
91,Q1_percent,0.1722172494982906
91,C2,-0.1759043480100991
92,C1,0.06583426275506633
92,Q1_percent,0.18941661524988118
92,C2,-0.04413953234491637
93,C1,-0.03150326300400507
93,Q1_percent,0.1746331470750909
93,C2,-0.16907698466886162
94,C1,-0.0741622487233993
94,Q1_percent,0.1636384325420759
94,C2,-0.15180225130560462
95,C1,-0.01802069966762563
95,Q1_percent,0.1410670911000068
95,C2,-0.17032853574680418
96,C1,-0.05369084494639162
96,Q1_percent,0.16147309522248976
96,C2,-0.11107666568396496
97,C1,0.0725850992064694
97,Q1_percent,0.12716095866085203
97,C2,-0.05393455507177887
98,C1,-0.1061297502738844
98,Q1_percent,0.1469941056313465
98,C2,-0.18881394913118357
99,C1,0.0389253474744416
99,Q1_percent,0.15119009494039964
99,C2,-0.06832575960862977
100,C1,-0.029263465828091424
100,Q1_percent,0.1880865158895299
100,C2,-0.10048545463986895
101,C1,0.05300112994789057
101,Q1_percent,0.06418174795410649
101,C2,-0.10921598514672029
102,C1,-0.17446364460221692
102,Q1_percent,0.252560061649228
102,C2,-0.20390907526454624
103,C1,0.13999393785015016
103,Q1_percent,0.08165247574215213
103,C2,-0.0542643150184288
104,C1,0.1864668100306042
104,Q1_percent,0.030186761492589052
104,C2,0.003148530329101494
105,C1,0.03624443886054965
105,Q1_percent,0.17391946454786827
105,C2,-0.05423434026038774
106,C1,-0.05073295610316898
106,Q1_percent,0.14415893192902937
106,C2,-0.11590519632905984
107,C1,-0.02374447453536103
107,Q1_percent,0.11625671290555693
107,C2,-0.15150920164183027
108,C1,0.029424223256916057
108,Q1_percent,0.09144039396888294
108,C2,-0.07867554491613792
109,C1,-0.03720191103126665
109,Q1_percent,0.12046905829897996
109,C2,-0.11131703808711303
110,C1,-0.028257012473789336
110,Q1_percent,0.11075105890688011
110,C2,-0.11990981910686271
111,C1,0.09620124330795973
111,Q1_percent,0.04218643628378861
111,C2,-0.0844342255726994
112,C1,-0.012032992616209203
112,Q1_percent,0.1060511078856374
112,C2,-0.11452915140822782
113,C1,-0.06764469421789958
113,Q1_percent,0.14192049474313867
113,C2,-0.1476198451550834
114,C1,0.040517338067919614
114,Q1_percent,0.12369588515838147
114,C2,-0.10513101626227621
115,C1,0.04882107321695428
115,Q1_percent,0.06107646239941339
115,C2,-0.026562955581774763
116,C1,-0.044593347274908046
116,Q1_percent,0.16673335946779183
116,C2,-0.14829645064404906
117,C1,-0.038135320402372455
117,Q1_percent,0.0894497105750913
117,C2,-0.09663135233256509
118,C1,-0.06654000350507797
118,Q1_percent,0.1991658100460856
118,C2,-0.19116211519160947
119,C1,0.013261327669649351
119,Q1_percent,0.13247987609178197
119,C2,-0.09253969719316227
120,C1,-0.015114369423422189
120,Q1_percent,0.16018268067299235
120,C2,-0.09248332911844241
121,C1,0.029719781509894592
121,Q1_percent,0.10740512978557341
121,C2,-0.1234108318441232
122,C1,0.03162209561174496
122,Q1_percent,0.16117662272683148
122,C2,-0.10620198874221778
123,C1,0.08596579359712399
123,Q1_percent,0.09652994777221256
