repeat,feature,standardized_coefficient
503,C2,-0.010943358165143944
504,C1,0.0003030373387548836
504,Q1_percent,0.16976241011121926
504,C2,-0.18554561514856258
505,C1,-0.20097935666528133
505,Q1_percent,0.19237581806394516
505,C2,-0.2682888872150202
506,C1,-0.08432808692880506
506,Q1_percent,0.15906636800366705
506,C2,-0.13245807289010308
507,C1,-0.020312718490338746
507,Q1_percent,0.17626127509156567
507,C2,-0.08318443571947948
508,C1,0.04114150222392257
508,Q1_percent,0.12979569480673075
508,C2,-0.025958083191219297
509,C1,0.10791879154335508
509,Q1_percent,0.016879134904477403
509,C2,-0.04880086645857969
510,C1,0.08360366873261162
510,Q1_percent,0.10019845099990662
510,C2,-0.06778279423178504
511,C1,0.04099728489977632
511,Q1_percent,0.0510583542280703
511,C2,-0.0633842634687504
512,C1,0.07540796907894422
512,Q1_percent,0.18146256950559617
512,C2,0.025460682297747683
513,C1,0.04926615860026105
513,Q1_percent,0.0967620945070566
513,C2,-0.09649602595995624
514,C1,0.06681358557279235
514,Q1_percent,0.022396242552847466
514,C2,-0.06950770195934021
515,C1,0.15535956896167305
515,Q1_percent,-0.0020003141215765557
515,C2,-0.020354255159811745
516,C1,0.0860045579301026
516,Q1_percent,0.06341585766013634
516,C2,0.0042445280520073065
517,C1,0.10016215923753882
517,Q1_percent,0.09472637366918728
517,C2,-0.04360144111503825
518,C1,-0.07244916389036046
518,Q1_percent,0.19842161680856105
518,C2,-0.14074825775109617
519,C1,0.02035551094318161
519,Q1_percent,0.11733588618950719
519,C2,-0.07312372946737962
520,C1,-0.04611789797997221
520,Q1_percent,0.1283673866047183
520,C2,-0.11570447750359167
521,C1,-0.045723573118914805
521,Q1_percent,0.19756651715566945
521,C2,-0.18837243641995807
522,C1,-0.11300310609583952
522,Q1_percent,0.07004791274302301
522,C2,-0.17674800770289412
523,C1,-0.08806150373520334
523,Q1_percent,0.21188618921017457
523,C2,-0.12261971013217737
524,C1,-0.12698279149162345
524,Q1_percent,0.045392881215135746
524,C2,-0.17490496923843038
525,C1,0.148533069135963
525,Q1_percent,0.034660617152353676
525,C2,-0.015073377060264006
526,C1,-0.01655573101283265
526,Q1_percent,0.18145848293772515
526,C2,-0.19257412672605048
527,C1,-0.1231398769592319
527,Q1_percent,0.2838807257144934
527,C2,-0.15721233856421168
528,C1,-0.053883500283474155
528,Q1_percent,0.10337364749154654
528,C2,-0.17550414025335492
529,C1,-0.11596718721888864
529,Q1_percent,0.2208614089779165
529,C2,-0.0965294935500399
530,C1,0.03350377193949901
530,Q1_percent,0.14775571673077237
530,C2,-0.021991863509413682
531,C1,-0.013761857965433595
531,Q1_percent,0.21520414107226857
531,C2,-0.14085693312013012
532,C1,-0.05293608351021356
532,Q1_percent,0.17276267206859122
532,C2,-0.16628017937578646
533,C1,-0.005077790672419079
533,Q1_percent,0.19794265384982737
533,C2,-0.11335421467001354
534,C1,0.10513913453678904
534,Q1_percent,0.022694426334102874
534,C2,-0.03648188161204094
535,C1,-0.09197230986771116
535,Q1_percent,0.1741464650016095
535,C2,-0.07731960729424131
536,C1,-0.020264892011119893
536,Q1_percent,0.12144768088622342
536,C2,-0.12791262129718886
537,C1,-0.004521073964324304
537,Q1_percent,0.1818559919066331
537,C2,-0.12871310560971094
538,C1,0.06770330002823545
538,Q1_percent,0.09165763120869393
538,C2,-0.0769110634239554
539,C1,0.015370387699342581
539,Q1_percent,0.12537937827111353
539,C2,-0.08483278307492895
540,C1,-0.04006158528058847
540,Q1_percent,0.1719270747705737
540,C2,-0.08832523634282734
541,C1,0.06519984421109086
541,Q1_percent,0.12617255423071952
541,C2,-0.038128906527472424
542,C1,0.022030994781626824
542,Q1_percent,0.16259338367846762
542,C2,-0.15584117222306387
543,C1,0.0774661086866476
543,Q1_percent,0.0642161005133301
543,C2,-0.04263580575634392
544,C1,0.011116609357947864
544,Q1_percent,0.13575675971049833
544,C2,-0.0726835034424583
545,C1,-0.13378079404413004
545,Q1_percent,0.1406742009352667
545,C2,-0.14568089937736875
546,C1,-0.15933630567209514
546,Q1_percent,0.06643303025675665
546,C2,-0.2386885958904125
547,C1,0.03553187330295206
547,Q1_percent,0.1388203089094956
547,C2,-0.09074481268292958
548,C1,0.05011337418511345
548,Q1_percent,0.04122090350672821
548,C2,-0.08444815548383919
549,C1,0.03421909694457062
549,Q1_percent,0.16211592220940235
549,C2,-0.07668237381866004
550,C1,0.04978726350704049
550,Q1_percent,0.15145335754652106
550,C2,-0.0745797548605758
551,C1,-0.03364298691308681
551,Q1_percent,0.13971630999846602
551,C2,-0.07707753598514136
552,C1,-0.007376039120247579
552,Q1_percent,0.15439200070442258
552,C2,-0.11453592160643881
553,C1,-0.0003780344896155156
553,Q1_percent,0.12902572040682575
553,C2,-0.12297946051001177
554,C1,-0.1423437740521216
554,Q1_percent,0.11399775733098118
554,C2,-0.15230995848359158
555,C1,-0.00043961185229737115
555,Q1_percent,0.12438463702565963
555,C2,-0.09990697588160952
556,C1,-0.13562531862998858
556,Q1_percent,0.11813762439343224
556,C2,-0.15269070731403203
557,C1,-0.13630699211857705
557,Q1_percent,0.13155063626650934
557,C2,-0.21287842722324288
558,C1,-0.06090683605505849
558,Q1_percent,0.19401253995412715
558,C2,-0.10374444121763424
559,C1,0.07181766336659019
559,Q1_percent,0.1409817173401974
559,C2,-0.05552769441546508
560,C1,0.08486291457914762
560,Q1_percent,0.11387461455989424
560,C2,-0.010967497340232111
561,C1,0.038940627605004094
561,Q1_percent,0.1349908117357264
561,C2,-0.09641993272478502
562,C1,-0.05146838451988233
562,Q1_percent,0.18588642877522418
562,C2,-0.15358281807768615
563,C1,0.10618673120348732
563,Q1_percent,0.08672824072111383
563,C2,-0.05039915569213756
564,C1,0.03297273941948923
564,Q1_percent,0.14101053627016777
564,C2,-0.08307878175598131
565,C1,-0.022407888423477948
565,Q1_percent,0.13435684316775723
565,C2,-0.10545961822498068
566,C1,0.024303864179529795
566,Q1_percent,0.06403271226014239
566,C2,-0.08851128897220513
567,C1,0.01605693816394641
567,Q1_percent,0.18700437799653313
567,C2,-0.07828342705913363
568,C1,-0.004261215018544552
568,Q1_percent,0.10858205687176696
568,C2,-0.11147170565754559
569,C1,-0.005967118265983705
569,Q1_percent,0.21068724495801203
569,C2,-0.07856750661800835
570,C1,-0.1152347076744686
570,Q1_percent,0.1600816182507222
570,C2,-0.18105759482189143
571,C1,-0.03808035462041759
571,Q1_percent,0.18327970479734884
571,C2,-0.1286758493869091
572,C1,0.026585362873205867
572,Q1_percent,0.0878769007135444
572,C2,-0.0901037229486995
573,C1,-0.08252180223685023
573,Q1_percent,0.12781477403903513
573,C2,-0.20338745755963172
574,C1,-0.01116252279980021
574,Q1_percent,0.08821528653358468
574,C2,-0.08896113828642369
575,C1,0.060650070331565
575,Q1_percent,0.15979316218066303
575,C2,-0.05915290672217873
576,C1,0.03215720953438743
576,Q1_percent,0.14565453428610592
576,C2,-0.12236880832351993
577,C1,0.06438889159706242
577,Q1_percent,0.0648855462588746
577,C2,-0.07192611500523603
578,C1,-0.006495059437697153
578,Q1_percent,0.14568331335293278
578,C2,-0.04840534776929961
579,C1,-0.007038267605689493
579,Q1_percent,0.15010748349576733
579,C2,-0.15399827639830221
580,C1,-0.011801847339878433
580,Q1_percent,0.1675012043678374
580,C2,-0.11740907312491163
581,C1,-0.069189898216461
581,Q1_percent,0.10812297512202132
581,C2,-0.17064253422609224
582,C1,-0.007173387368720796
582,Q1_percent,0.1291390382121282
582,C2,-0.09957421813748768
583,C1,-0.02877944242854042
583,Q1_percent,0.18639523133170569
583,C2,-0.08527294012569057
584,C1,-0.05127039954712935
584,Q1_percent,0.08667174322316844
584,C2,-0.1448540681242067
585,C1,-0.022268326051793443
585,Q1_percent,0.12477662368615043
585,C2,-0.13332871620594194
586,C1,-0.009391710652068756
586,Q1_percent,0.1734991785033668
586,C2,-0.1657333427995815
587,C1,-0.010118071456943567
587,Q1_percent,0.17021195217635027
587,C2,-0.058029136616347905
588,C1,0.09478226450989798
588,Q1_percent,0.028091772309348614
588,C2,-0.05600764519900168
589,C1,-0.013529070859852107
589,Q1_percent,0.09208755645484769
589,C2,-0.08402501253878507
590,C1,0.050968983624690815
590,Q1_percent,0.07120977620605083
590,C2,-0.03592944592166382
591,C1,0.014108673136191012
591,Q1_percent,0.16293393902429706
591,C2,-0.04630928673797643
592,C1,-0.017524141256680156
592,Q1_percent,0.12303835380817497
592,C2,-0.13226959971345748
593,C1,-0.044467242142427844
593,Q1_percent,0.13604028738188523
593,C2,-0.10056183832972519
594,C1,0.11728607484621188
594,Q1_percent,0.11123267779894876
594,C2,-0.022486513091346017
595,C1,-0.10754371120357711
595,Q1_percent,0.18870311049127858
595,C2,-0.1910105323276609
596,C1,0.004982881435514079
596,Q1_percent,0.10810733929304532
596,C2,-0.11671505059244419
597,C1,0.08722427809520228
597,Q1_percent,0.1369103704526318
597,C2,-0.008205694562167383
598,C1,0.1378038097815064
598,Q1_percent,0.05776030352555254
598,C2,-0.018204660980395707
599,C1,-0.010605589758316613
599,Q1_percent,0.14528562028843553
599,C2,-0.0906295355241922
600,C1,0.008783790270509002
600,Q1_percent,0.17785811221245432
600,C2,-0.08892795650962361
601,C1,0.09305421798474632
601,Q1_percent,0.12129009621927356
601,C2,-0.0930888594464544
602,C1,-0.02866517087608427
602,Q1_percent,0.04909179804331866
602,C2,-0.13335955297722238
603,C1,-0.08337176636674774
603,Q1_percent,0.23773575579736245
603,C2,-0.16758699042507655
604,C1,0.02863521095839708
604,Q1_percent,0.0407030655382913
604,C2,-0.09656351308938475
605,C1,-0.05758118721767103
605,Q1_percent,0.17255765691110952
605,C2,-0.12175176849181267
606,C1,0.07752582907293418
606,Q1_percent,0.08282399202909652
606,C2,-0.05041994633217495
607,C1,0.06178087573610513
607,Q1_percent,0.1433285071755622
607,C2,-0.10740801012251618
608,C1,-0.07208239678925014
608,Q1_percent,0.18930959454317245
608,C2,-0.15632978099843683
609,C1,0.11566598077358861
609,Q1_percent,0.07116897682714375
609,C2,-0.028822805385931374
610,C1,0.023532006978409917
610,Q1_percent,0.20064314230496022
610,C2,-0.11100542171015534
611,C1,0.06743085091449384
611,Q1_percent,0.08564857450611743
611,C2,-0.059042920999925974
612,C1,-0.044334901015081696
612,Q1_percent,0.16168747500183026
612,C2,-0.11425512344257836
613,C1,-0.06055765043031137
613,Q1_percent,0.12330738436381428
613,C2,-0.21113706787899966
614,C1,0.10929119234465637
614,Q1_percent,0.07129687558883709
614,C2,-0.06541648559201453
615,C1,-0.086864690283915
615,Q1_percent,0.22306393172760175
615,C2,-0.1707912238339475
616,C1,-0.04002067107548824
616,Q1_percent,0.05700654967380525
616,C2,-0.14151402577185387
617,C1,-0.06629435581637995
617,Q1_percent,0.1582578380942327
617,C2,-0.1525581083215831
618,C1,0.013542399334723869
618,Q1_percent,0.09628124744757686
618,C2,-0.13205210544948054
619,C1,0.026664003300632993
619,Q1_percent,0.15136383548317267
619,C2,-0.1240562140355059
620,C1,0.015446468222278721
620,Q1_percent,0.13627232340146997
620,C2,-0.1140882698746391
621,C1,-0.002417312598478855
621,Q1_percent,0.15339080712303255
621,C2,-0.14477779287048334
622,C1,0.009148411388883646
622,Q1_percent,0.1332478384842115
622,C2,-0.1443208120090781
623,C1,0.006905835874792937
623,Q1_percent,0.1579437775683317
623,C2,-0.07177508856860318
624,C1,-0.005942497261101397
624,Q1_percent,0.12188306186403704
624,C2,-0.10594240383913364
625,C1,-0.07332226037075251
625,Q1_percent,0.13863728747672402
625,C2,-0.18289751733265003
626,C1,0.02324967727506655
626,Q1_percent,0.20148465965149115
626,C2,-0.059427186646053225
627,C1,-0.10836841660738021
627,Q1_percent,0.27433761286398173
627,C2,-0.17912264286427113
628,C1,0.17050066573221076
628,Q1_percent,0.047391682917895805
628,C2,-0.0022398519852014965
629,C1,-0.11640443955400898
629,Q1_percent,0.2858103777504159
629,C2,-0.09929744626443544
630,C1,-0.12381476876340171
630,Q1_percent,0.0582620890163793
630,C2,-0.2311300505699039
631,C1,-0.015398192419691554
631,Q1_percent,0.10616522882627812
631,C2,-0.11490885846788815
632,C1,-0.10743283006365092
632,Q1_percent,0.09668791324167035
632,C2,-0.1934907050471786
633,C1,-0.08934348978423973
633,Q1_percent,0.19191178380262425
633,C2,-0.17776294535711049
634,C1,0.0429652724426836
634,Q1_percent,0.10950275597376218
634,C2,-0.10527070077290344
635,C1,-0.048643625762131285
635,Q1_percent,0.1442497027099415
635,C2,-0.10744596811945963
636,C1,0.005375268749343927
636,Q1_percent,0.1586646276661742
636,C2,-0.09336791276165793
637,C1,-0.03551919791952827
637,Q1_percent,0.1896288715119205
637,C2,-0.09980810916700568
638,C1,-0.042646043475172445
638,Q1_percent,0.2244456255705238
638,C2,-0.07646370218793087
639,C1,0.006632278491670074
639,Q1_percent,0.1401767788506663
639,C2,-0.0926787134791965
640,C1,-0.062081161431201015
640,Q1_percent,0.15671512692288742
640,C2,-0.08712226661748299
641,C1,0.019308101097665325
641,Q1_percent,0.02763235353555361
641,C2,-0.021075900440929673
642,C1,-0.019128637502439087
642,Q1_percent,0.10863912477169832
642,C2,-0.09766372517050165
643,C1,-0.16785292876364996
643,Q1_percent,0.22725381359539337
643,C2,-0.17694116918250744
644,C1,0.11769394466491757
644,Q1_percent,0.09137654317625482
644,C2,-0.04457905395799227
645,C1,-0.010305546581192737
645,Q1_percent,0.08303188949672363
645,C2,-0.05617632038525779
646,C1,0.03284587074899982
646,Q1_percent,0.10485272100530553
646,C2,-0.016527818107032143
647,C1,-0.12597160548336786
647,Q1_percent,0.15411515798244846
647,C2,-0.15076520401440238
648,C1,-0.0008201006034300111
648,Q1_percent,0.16298416338659955
648,C2,-0.12563412953190944
649,C1,-0.08362422012272311
649,Q1_percent,0.13928710333386624
649,C2,-0.1208409188041335
650,C1,-0.004035421816705531
650,Q1_percent,0.19575342489431902
650,C2,-0.07094566122686391
651,C1,-0.09141287400322438
651,Q1_percent,0.17374586027869415
651,C2,-0.11726407126229176
652,C1,-0.07099238094832168
652,Q1_percent,0.16230025153672323
652,C2,-0.15274585250336606
653,C1,-0.07992542325761894
653,Q1_percent,0.15815794429483135
653,C2,-0.14770557490673955
654,C1,-0.015216797904562417
654,Q1_percent,0.17134490081157455
654,C2,-0.11326190999985185
655,C1,0.03276731453343802
655,Q1_percent,0.10652078835698274
655,C2,-0.052258001190422315
656,C1,-0.008258998340212147
656,Q1_percent,0.13105322351357407
656,C2,-0.12025659798340571
657,C1,0.002051774465616476
657,Q1_percent,0.08100876537195473
657,C2,-0.10247052958225329
658,C1,0.13900090045964258
658,Q1_percent,-0.0017930709810551277
658,C2,-0.03957663369111783
659,C1,-0.12084081709540104
659,Q1_percent,0.19478682752485701
659,C2,-0.2482539531749601
660,C1,0.03628957129140757
660,Q1_percent,0.11178024632549098
660,C2,-0.10918584256563961
661,C1,-0.11664002055874043
661,Q1_percent,0.16285501423454032
661,C2,-0.13407373884288562
662,C1,-0.04498890911461767
662,Q1_percent,0.15521089563306797
662,C2,-0.11169000945491796
663,C1,-0.007021637787203926
663,Q1_percent,0.14440051547720967
663,C2,-0.06799332616703975
664,C1,0.095253632331487
664,Q1_percent,0.08608355978704495
664,C2,-0.017453295346887512
665,C1,-0.07645866471168757
665,Q1_percent,0.13989230263851168
665,C2,-0.09689174855212455
666,C1,-0.23172033188170865
666,Q1_percent,0.16892474316646783
666,C2,-0.222006847832735
667,C1,0.013738071345445049
667,Q1_percent,0.16333780554148283
667,C2,-0.09438886228537396
668,C1,0.019442685414602034
668,Q1_percent,0.0866700601908138
668,C2,-0.0852930694391388
669,C1,-0.015342242708316332
669,Q1_percent,0.09019498364929708
669,C2,-0.136587965395422
670,C1,0.10477672037771336
670,Q1_percent,0.12342439644340453
670,C2,-0.0001916646283190693
671,C1,-0.11021928012698451
671,Q1_percent,0.14862403819630665
671,C2,-0.1550143941674498
672,C1,-0.11280791104827748
672,Q1_percent,0.2684079383634533
672,C2,-0.13791850403769937
673,C1,-0.025526207003180045
673,Q1_percent,0.16701455555090938
673,C2,-0.16952316083219787
674,C1,0.09330286936954922
674,Q1_percent,0.07912522060126624
674,C2,0.06471074646830655
675,C1,-0.04381113955664355
675,Q1_percent,0.1422804774126948
675,C2,-0.107074817649671
676,C1,-0.07436162764072544
676,Q1_percent,0.1394721276873722
676,C2,-0.0975291189799311
677,C1,-0.009319345472138491
677,Q1_percent,0.14745091470799018
677,C2,-0.0719898335762787
678,C1,0.033587840832752715
678,Q1_percent,0.0901686167077756
678,C2,-0.07756269893860387
679,C1,0.1070545254352796
679,Q1_percent,0.10771297626218494
679,C2,-0.026716062371161576
680,C1,0.015533597250774531
680,Q1_percent,0.1328025753402082
680,C2,-0.1074308402394839
681,C1,-0.02518390148705519
681,Q1_percent,0.16451331524982932
681,C2,-0.0794507986177217
682,C1,0.13793946923725112
682,Q1_percent,0.016214939368508388
682,C2,-0.04179324091356659
683,C1,0.007759020641054978
683,Q1_percent,0.1755216875084663
683,C2,-0.09048112553713894
684,C1,0.16749852692374378
684,Q1_percent,0.03811118372442681
684,C2,0.01336563567741857
685,C1,-0.08733921273689439
685,Q1_percent,0.21187810487350855
685,C2,-0.25136119239553434
686,C1,-0.1683444580680507
686,Q1_percent,0.17302057449932332
686,C2,-0.167017820184281
687,C1,-0.05432158853091155
687,Q1_percent,0.17758049867672535
687,C2,-0.14699386319873398
688,C1,-0.06751387417184564
688,Q1_percent,0.1743513917509489
688,C2,-0.19209056307462197
689,C1,-0.12124643362937244
689,Q1_percent,0.21355803172105253
689,C2,-0.12499676261807918
690,C1,0.01799525917087129
690,Q1_percent,0.07472006431184078
690,C2,-0.11978915244702215
691,C1,-0.001422201773888708
691,Q1_percent,0.17905257046370968
691,C2,-0.11089176203920302
692,C1,-0.0290179077295379
692,Q1_percent,0.18173282448660316
692,C2,-0.19169775995694216
693,C1,-0.08001812354294875
693,Q1_percent,0.118144371901669
693,C2,-0.2166800012511648
694,C1,0.09583341316218606
694,Q1_percent,0.06599420516618894
694,C2,-0.049709086311043406
695,C1,-0.16963979086897113
695,Q1_percent,0.0767898973866801
695,C2,-0.27635256078931913
696,C1,-0.17243386770250915
696,Q1_percent,0.12344018283939905
696,C2,-0.23423996470222255
697,C1,0.022684835633250085
697,Q1_percent,0.09032915803831795
697,C2,-0.06149522620258934
698,C1,0.0006252654721878203
698,Q1_percent,0.1251721810534721
698,C2,-0.1079881195979358
699,C1,-0.06709725824652492
699,Q1_percent,0.21403247926828065
699,C2,-0.12076076087688929
700,C1,-0.07612435565174892
700,Q1_percent,0.21434351753391337
700,C2,-0.12840819196744427
701,C1,-0.03840691912518755
701,Q1_percent,0.11718632810323977
701,C2,-0.1670185372411196
702,C1,-0.002949503173280658
702,Q1_percent,0.08382870947483287
702,C2,-0.060344392954631856
703,C1,-0.15522395893461047
703,Q1_percent,0.16435010648735437
703,C2,-0.18384431930242312
704,C1,-0.0631269579118474
704,Q1_percent,0.11615784915696009
704,C2,-0.11204971271166718
705,C1,0.06614782300352129
705,Q1_percent,0.0865819732698136
705,C2,-0.1013748871113066
706,C1,0.1547168619664926
706,Q1_percent,-0.009496681165307382
706,C2,-0.04910173154184793
707,C1,0.02586053853607978
707,Q1_percent,0.14049230322366144
707,C2,-0.08952923204108852
708,C1,-0.02530188115707414
708,Q1_percent,0.2260866206284419
708,C2,-0.13102887265713423
709,C1,-0.12358042907670984
709,Q1_percent,0.2324216301210617
709,C2,-0.12090345702946265
710,C1,-0.11565466452286027
710,Q1_percent,0.19327102100098548
710,C2,-0.2737573140224337
711,C1,0.03465878871921985
711,Q1_percent,0.15139067387931657
711,C2,-0.013566078835582435
712,C1,-0.131418064599137
712,Q1_percent,0.20285480752259888
712,C2,-0.19453898001552808
713,C1,0.07067874172023735
713,Q1_percent,0.10362083306955806
713,C2,-0.04984941854151078
714,C1,0.018986464831215393
714,Q1_percent,0.11974223892478618
714,C2,-0.15104946573051523
715,C1,-0.03249592849142237
715,Q1_percent,0.1250465207407211
715,C2,-0.10489610438804714
716,C1,-0.002311318286773403
716,Q1_percent,0.08540254699470881
716,C2,-0.11899177956605758
717,C1,-0.08687480492674131
717,Q1_percent,0.13412997290245807
717,C2,-0.09562936323226899
718,C1,0.07817033242768016
718,Q1_percent,0.07185698958946159
718,C2,-0.03192402408961639
719,C1,0.02668295770118085
719,Q1_percent,0.11997341411558633
719,C2,-0.10943947779996877
720,C1,-0.032913012776630834
720,Q1_percent,0.17075107570395479
720,C2,-0.16898427315245768
721,C1,-0.12459593259338425
721,Q1_percent,0.172587377147106
721,C2,-0.20745614904741422
722,C1,-0.08695563027643442
722,Q1_percent,0.1467409867768607
722,C2,-0.1910987935839204
723,C1,0.006096387128609004
723,Q1_percent,0.05319386332192244
723,C2,-0.0982838562357943
724,C1,-0.023059045662006932
724,Q1_percent,0.16678465260937747
724,C2,-0.11523702421647809
725,C1,-0.09813415640549415
725,Q1_percent,0.09402829037763341
725,C2,-0.15170661535772414
726,C1,0.0677553203502582
726,Q1_percent,0.12500790650380716
726,C2,-0.05367795652804088
727,C1,-0.04184344526431046
727,Q1_percent,0.13460717529663654
727,C2,-0.08092614144324367
728,C1,-0.06190377220489351
728,Q1_percent,0.16015707022195852
728,C2,-0.13884301633129512
729,C1,-0.05844780925129295
729,Q1_percent,0.18578282053201722
729,C2,-0.20441334286039992
730,C1,-0.06305123528822067
730,Q1_percent,0.15290030432959784
730,C2,-0.12434394420206073
731,C1,-0.08891662224316722
731,Q1_percent,0.16600064967126218
731,C2,-0.13661762153314086
732,C1,-0.20828779065654235
732,Q1_percent,0.07078386586738368
732,C2,-0.214548092438708
733,C1,-0.03343468827653412
733,Q1_percent,0.20254529488710318
733,C2,-0.14781310919557591
734,C1,-0.06717896570695842
734,Q1_percent,0.24642079075620618
734,C2,-0.17267397363758805
735,C1,-0.07269640432688519
735,Q1_percent,0.1711232053217053
735,C2,-0.1348294515622778
736,C1,-0.06813192407067596
736,Q1_percent,0.14264066791439475
736,C2,-0.14173853731776845
737,C1,0.10505375690887087
737,Q1_percent,0.1467556942166569
737,C2,0.03777749023739567
738,C1,0.098568565438725
738,Q1_percent,0.06372903963524792
738,C2,-0.04147257268112446
739,C1,0.012436932496166182
739,Q1_percent,0.17318489001589557
739,C2,-0.1090780368327446
740,C1,0.057293979691355655
740,Q1_percent,0.12346981631406798
740,C2,-0.051242825977732165
741,C1,0.0046986121754086785
741,Q1_percent,0.03207797320518341
741,C2,-0.10392397716174412
742,C1,-0.04830213866493307
742,Q1_percent,0.15661113740171792
742,C2,-0.18509675315034507
743,C1,0.05249248967380063
743,Q1_percent,0.1594128034694995
743,C2,-0.06747247084265831
744,C1,-0.0489467022608961
744,Q1_percent,0.16300259192807742
744,C2,-0.1900932199251089
745,C1,-0.1248625971672006
745,Q1_percent,0.22190261999036404
745,C2,-0.24366426093055252
746,C1,-0.04452343407884421
746,Q1_percent,0.22090868848312106
746,C2,-0.09852177510968696
747,C1,-0.15624689413661477
747,Q1_percent,0.15718854604829305
747,C2,-0.1623760943430396
748,C1,0.06676919392792208
748,Q1_percent,0.018735900607695984
748,C2,-0.07455872731825701
749,C1,-0.061108504296055334
749,Q1_percent,0.2233929579982565
749,C2,-0.11754572122391349
750,C1,0.006953090446774795
750,Q1_percent,0.1164704449739129
750,C2,-0.09429642559125052
751,C1,0.0635833784054331
751,Q1_percent,0.11155207265379216
751,C2,-0.06119641282672648
752,C1,0.019819742780710477
752,Q1_percent,0.18037765996766383
752,C2,-0.06378399985802251
753,C1,0.15675499833813678
753,Q1_percent,0.010879160069624255
753,C2,0.03992053769637943
754,C1,-0.05560361804364551
754,Q1_percent,0.0441672373327987
754,C2,-0.22966370980463768
755,C1,-0.026612855820278787
755,Q1_percent,0.1030122593160488
755,C2,-0.13870296545237903
756,C1,-0.10446345806733663
756,Q1_percent,0.23959934038383426
756,C2,-0.205221944213515
757,C1,-0.11766021332354178
757,Q1_percent,0.048461368468240576
757,C2,-0.21427723049999403
758,C1,-0.05952451724998528
758,Q1_percent,0.1882853541387633
758,C2,-0.23217777095508516
759,C1,0.13259550450905003
759,Q1_percent,0.1033675980931561
759,C2,-0.011339402262199873
760,C1,0.0170791436796697
760,Q1_percent,0.0806176098084806
760,C2,-0.1014538372944879
761,C1,0.08362760649230445
761,Q1_percent,0.05597084643297681
761,C2,-0.036933415735616114
762,C1,-0.07834395607411847
762,Q1_percent,0.2948171838630049
762,C2,-0.18700803921753714
763,C1,-0.007386621926591359
763,Q1_percent,0.14958746291501346
763,C2,-0.11692662209151959
764,C1,0.04714859992765422
764,Q1_percent,0.16747936870259478
764,C2,-0.02892313461860698
765,C1,-0.019546574983200508
765,Q1_percent,0.20264397929407837
765,C2,-0.11080569457234084
766,C1,0.07709246869265395
766,Q1_percent,0.07880095878162018
766,C2,-0.04704293504728427
767,C1,-0.0951723632083144
767,Q1_percent,0.15023914559978913
767,C2,-0.1395242594584166
768,C1,-0.04902351445928431
768,Q1_percent,0.1640440257528953
768,C2,-0.16650715604525665
769,C1,0.05593114954754215
769,Q1_percent,0.1556851579136515
769,C2,-0.0957497139773975
770,C1,-0.041748837922973146
770,Q1_percent,0.17942392718803674
770,C2,-0.08319899404928541
771,C1,0.1444168788216416
771,Q1_percent,0.07267289581993393
771,C2,-0.0181476601659363
772,C1,0.046800525566530034
772,Q1_percent,0.16955680267092554
772,C2,-0.047917332398375846
773,C1,0.04805899889318149
773,Q1_percent,0.10026012887197384
773,C2,-0.029068266102735642
774,C1,0.0238704910771612
774,Q1_percent,0.15865078707102773
774,C2,-0.07534849254679776
775,C1,-0.03342959067395653
775,Q1_percent,0.08666234267778812
775,C2,-0.1667263370946387
776,C1,0.050178830381662654
776,Q1_percent,0.11226315173427506
776,C2,-0.03834641900025426
777,C1,-0.06492529027526447
777,Q1_percent,0.13376121157561038
777,C2,-0.1761799999315374
778,C1,0.016205692737475234
778,Q1_percent,0.09829304831290146
778,C2,-0.1219480221831451
779,C1,-0.0881223950703121
779,Q1_percent,0.16028158714123955
779,C2,-0.14382703910589265
780,C1,0.0634266672426915
780,Q1_percent,0.06295969662066894
780,C2,-0.05729806746809727
781,C1,0.07736509356335163
781,Q1_percent,0.04013542329774038
781,C2,-0.07857627272173172
782,C1,-0.02676019716762525
782,Q1_percent,0.12363833532817746
782,C2,-0.12232991261640366
783,C1,0.008188932220919072
783,Q1_percent,0.1836889372844367
783,C2,-0.13782946231959123
784,C1,-0.013398431653693962
784,Q1_percent,0.19064604857512987
784,C2,-0.10354543233334337
785,C1,-0.08086484655595709
785,Q1_percent,0.1624733265200507
785,C2,-0.16874860191798716
786,C1,-0.1342487873023121
786,Q1_percent,0.18786220534475864
786,C2,-0.16785440188312226
787,C1,-0.1204551724100897
787,Q1_percent,0.2859201833418609
787,C2,-0.1772034174274523
788,C1,-0.0693489094027538
788,Q1_percent,0.18340591756680982
788,C2,-0.15412542356101497
789,C1,-0.06904728942749527
789,Q1_percent,0.1625068341809523
789,C2,-0.13181572631899616
790,C1,-0.01051940562843853
790,Q1_percent,0.1795264113801852
790,C2,-0.0777716422387836
791,C1,-0.03583358566896869
791,Q1_percent,0.1436411521028717
791,C2,-0.12333186244456527
792,C1,-0.15924540317651575
792,Q1_percent,0.12124197301899711
792,C2,-0.20616591190368455
793,C1,0.021877002740882535
793,Q1_percent,0.13280295308269643
793,C2,-0.0787413061207136
794,C1,-0.10110072606821269
794,Q1_percent,0.2131470407657612
794,C2,-0.16546150457920636
795,C1,-0.08621672279083202
795,Q1_percent,0.09366043930279762
795,C2,-0.14395774760058455
796,C1,0.0918000789344899
796,Q1_percent,0.07789544243915021
796,C2,-0.08677336404294515
797,C1,-0.15723896864266795
797,Q1_percent,0.10992944861835152
