model_id,model_name,barcode,policy_table9,k,outer_fold,future_point_count,soh_mse,soh_rmse,soh_mae
M1,策略参数 Ridge（设计前基线）,EL150800440551,4.4C(55%)-6C,5,5,455,0.0016537520214927222,0.040666349989797734,0.03360570941753197
M1,策略参数 Ridge（设计前基线）,EL150800453773,6C(60%)-3C,5,5,611,0.0009598224147624819,0.030981000867668588,0.01469178768113892
M1,策略参数 Ridge（设计前基线）,EL150800460602,2C(2%)-5C,5,5,432,0.0003044605847803511,0.017448798949507988,0.010538423777964904
M1,策略参数 Ridge（设计前基线）,EL150800460604,4.9C(69%)-4.25C,5,5,492,0.0012986436177729625,0.03603669820853407,0.01828203569238219
M1,策略参数 Ridge（设计前基线）,EL150800460627,5.6C(58%)-3.5C,5,5,453,0.0015322830466469076,0.03914438716657738,0.02005617927858738
M1,策略参数 Ridge（设计前基线）,EL150800460640,6C(40%)-3.6C,5,5,725,0.0005314800185935083,0.02305385040711222,0.015197312846600893
M1,策略参数 Ridge（设计前基线）,EL150800460641,5.2C(58%)-4C,5,5,514,0.0012460401652224814,0.035299294117906686,0.017469092784524038
M1,策略参数 Ridge（设计前基线）,EL150800463871,5.4C(60%)-3.6C,5,5,553,0.001974291681489321,0.04443300216606257,0.0333237253100176
M2,早期运行特征 Ridge（运行后基线）,EL150800453113,5.4C(50%)-3C,5,1,713,0.002317181582423597,0.04813711231912023,0.03328202014183511
M2,早期运行特征 Ridge（运行后基线）,EL150800460478,4.4C(24%)-5C,5,1,488,0.0006065804849719928,0.024628854723108683,0.014869798652497549
M2,早期运行特征 Ridge（运行后基线）,EL150800460511,5.6C(38%)-4.25C,5,1,472,0.00016976533830769487,0.013029402837724179,0.009818768133294251
M2,早期运行特征 Ridge（运行后基线）,EL150800460518,1C(4%)-6C,5,1,294,0.006109405488151474,0.0781626860346513,0.0621220849300409
M2,早期运行特征 Ridge（运行后基线）,EL150800460608,5.2C(37%)-4.5C,5,1,486,0.0007715927735295017,0.02777755881155689,0.01503172715028864
M2,早期运行特征 Ridge（运行后基线）,EL150800460611,4.8C(80%)-4.8C,5,1,455,0.0013951244330711455,0.037351364540952794,0.023351592821245333
M2,早期运行特征 Ridge（运行后基线）,EL150800460613,6C(4%)-4.75C,5,1,481,0.000131503660033484,0.011467504525112863,0.006923443223751339
M2,早期运行特征 Ridge（运行后基线）,EL150800460614,4.9C(27%)-4.75C,5,1,462,0.0007183335668300246,0.02680174559296511,0.015556028282977762
M2,早期运行特征 Ridge（运行后基线）,EL150800465027,4.8C(80%)-4.8C,5,1,864,0.000655098472003868,0.025594891521627278,0.015354342283807873
M2,早期运行特征 Ridge（运行后基线）,EL150800460486,3.6C(80%)-3.6C,5,2,2154,0.0075534634684435616,0.08691066372110826,0.06768621061824256
M2,早期运行特征 Ridge（运行后基线）,EL150800460498,6C(31%)-4.25C,5,2,456,4.6031870118229875e-05,0.006784679072603941,0.006431339550994039
M2,早期运行特征 Ridge（运行后基线）,EL150800460501,4.65C(69%)-6C,5,2,521,0.00024102036664086022,0.015524830647735266,0.00875952485146926
M2,早期运行特征 Ridge（运行后基线）,EL150800460522,5.4C(50%)-3.6C,5,2,851,0.00632962985369367,0.07955897091902125,0.0585645708971571
M2,早期运行特征 Ridge（运行后基线）,EL150800460525,6C(50%)-3C,5,2,736,0.0007801568192124123,0.027931287460702777,0.019111545897585753
M2,早期运行特征 Ridge（运行后基线）,EL150800460618,7C(40%)-3C,5,2,696,0.0006017068435353892,0.024529713482537647,0.013017838863749322
M2,早期运行特征 Ridge（运行后基线）,EL150800460659,5.4C(80%)-5.4C,5,2,864,0.0006851567386720062,0.02617549882374749,0.016549194862676996
M2,早期运行特征 Ridge（运行后基线）,EL150800464977,4C(80%)-4C,5,2,1428,0.005197445528157225,0.07209331125809956,0.0505867676928885
M2,早期运行特征 Ridge（运行后基线）,EL150800460485,7C(40%)-3.6C,5,3,610,0.0001346740136083655,0.011604913339114838,0.00693827752891203
M2,早期运行特征 Ridge（运行后基线）,EL150800460506,6C(50%)-3.6C,5,3,698,0.0022097969372852893,0.047008477291710794,0.026370605334028675
M2,早期运行特征 Ridge（运行后基线）,EL150800460507,6C(30%)-3.6C,5,3,854,3.784158239082793e-05,0.006151551218256086,0.0034561338404550004
M2,早期运行特征 Ridge（运行后基线）,EL150800460603,4.65C(19%)-4.85C,5,3,483,0.0005492991629830357,0.023437132140751257,0.016913186220150166
M2,早期运行特征 Ridge（运行后基线）,EL150800460630,5.4C(70%)-3C,5,3,1011,0.0006521425082893696,0.025537081044813434,0.015024869854451214
M2,早期运行特征 Ridge（运行后基线）,EL150800460634,3.6C(30%)-6C,5,3,505,0.0034604709078375246,0.05882576737992905,0.05068672199007758
M2,早期运行特征 Ridge（运行后基线）,EL150800463208,4C(40%)-6C,5,3,477,0.0020600865404069757,0.04538817621811848,0.03447551821036953
M2,早期运行特征 Ridge（运行后基线）,EL150800463882,5.4C(40%)-3.6C,5,3,782,0.0006012536039862174,0.024520473159917153,0.012694406848583618
M2,早期运行特征 Ridge（运行后基线）,EL150800460466,4C(13%)-5C,5,4,471,0.0003656234807987413,0.01912128345061443,0.01415916214007448
M2,早期运行特征 Ridge（运行后基线）,EL150800460513,5.6C(65%)-3C,5,4,423,0.00011139507034149623,0.010554386308142044,0.007212935084686835
M2,早期运行特征 Ridge（运行后基线）,EL150800460615,6C(40%)-3C,5,4,703,0.0004250936374053669,0.020617799043675028,0.013479188193048027
M2,早期运行特征 Ridge（运行后基线）,EL150800460628,5.2C(71%)-3C,5,4,457,0.0007760915036456031,0.0278584189006771,0.015402401643722198
M2,早期运行特征 Ridge（运行后基线）,EL150800460655,3.6C(22%)-5.5C,5,4,438,0.00253180535140783,0.05031704831772061,0.037006447637895144
M2,早期运行特征 Ridge（运行后基线）,EL150800463229,7C(30%)-3.6C,5,4,960,0.0005321367964042005,0.02306809043688273,0.013473565303492847
M2,早期运行特征 Ridge（运行后基线）,EL150800464881,5.4C(60%)-3C,5,4,782,0.0025766275717965296,0.05076049223359176,0.032555284940164166
M2,早期运行特征 Ridge（运行后基线）,EL150800464883,4.4C(80%)-4.4C,5,4,1068,0.0043630369675736694,0.06605328884751818,0.04497456212601257
M2,早期运行特征 Ridge（运行后基线）,EL150800440551,4.4C(55%)-6C,5,5,455,0.0014022490951077584,0.037446616604277595,0.02617498470390821
M2,早期运行特征 Ridge（运行后基线）,EL150800453773,6C(60%)-3C,5,5,611,0.00026328315952480537,0.016226002573795105,0.008602784542081694
M2,早期运行特征 Ridge（运行后基线）,EL150800460602,2C(2%)-5C,5,5,432,9.437945730325004e-05,0.009714909021872003,0.00636760138401312
M2,早期运行特征 Ridge（运行后基线）,EL150800460604,4.9C(69%)-4.25C,5,5,492,0.00047109401070248867,0.021704700198401466,0.01782041499767576
M2,早期运行特征 Ridge（运行后基线）,EL150800460627,5.6C(58%)-3.5C,5,5,453,0.00021705712860561392,0.01473285880627429,0.010554318123818249
M2,早期运行特征 Ridge（运行后基线）,EL150800460640,6C(40%)-3.6C,5,5,725,0.00037886694739601895,0.019464504807367153,0.0130082326932392
M2,早期运行特征 Ridge（运行后基线）,EL150800460641,5.2C(58%)-4C,5,5,514,0.00028619165598290356,0.01691720000422362,0.014449004552285228
M2,早期运行特征 Ridge（运行后基线）,EL150800463871,5.4C(60%)-3.6C,5,5,553,0.0009147776381717279,0.030245291173531922,0.024437285935695215
M3,策略＋早期特征联合 Ridge,EL150800453113,5.4C(50%)-3C,5,1,713,0.001681134788026395,0.041001643723470343,0.02840200491247953
M3,策略＋早期特征联合 Ridge,EL150800460478,4.4C(24%)-5C,5,1,488,1.0590779884161708e-05,0.0032543478431418032,0.002681753702560792
M3,策略＋早期特征联合 Ridge,EL150800460511,5.6C(38%)-4.25C,5,1,472,0.00014593656508675817,0.012080420733019117,0.009550787468475734
M3,策略＋早期特征联合 Ridge,EL150800460518,1C(4%)-6C,5,1,294,0.005950236215651886,0.07713777424616221,0.06131586830060396
M3,策略＋早期特征联合 Ridge,EL150800460608,5.2C(37%)-4.5C,5,1,486,0.00020878641479737283,0.014449443407874673,0.008866520589964951
M3,策略＋早期特征联合 Ridge,EL150800460611,4.8C(80%)-4.8C,5,1,455,0.001675093668439134,0.04092790818548065,0.025617392133108065
M3,策略＋早期特征联合 Ridge,EL150800460613,6C(4%)-4.75C,5,1,481,0.0003417923116626125,0.018487625906606086,0.011755042582974669
M3,策略＋早期特征联合 Ridge,EL150800460614,4.9C(27%)-4.75C,5,1,462,0.0003122649336551647,0.017671019598629975,0.010781320403316131
M3,策略＋早期特征联合 Ridge,EL150800465027,4.8C(80%)-4.8C,5,1,864,0.0003812126125000991,0.019524666770526434,0.011578630561165638
M3,策略＋早期特征联合 Ridge,EL150800460486,3.6C(80%)-3.6C,5,2,2154,0.007513124249278834,0.08667828014721354,0.06743088218953096
M3,策略＋早期特征联合 Ridge,EL150800460498,6C(31%)-4.25C,5,2,456,3.1116854524942124e-05,0.00557824833840715,0.005168598851554248
M3,策略＋早期特征联合 Ridge,EL150800460501,4.65C(69%)-6C,5,2,521,6.278776106489374e-05,0.007923872857693626,0.005431384591643633
M3,策略＋早期特征联合 Ridge,EL150800460522,5.4C(50%)-3.6C,5,2,851,0.005321509004806438,0.0729486737700312,0.05264066854519472
M3,策略＋早期特征联合 Ridge,EL150800460525,6C(50%)-3C,5,2,736,0.0002464841796558058,0.015699814637625688,0.011795085964275764
M3,策略＋早期特征联合 Ridge,EL150800460618,7C(40%)-3C,5,2,696,0.0008711512466880588,0.029515271414778804,0.015165725008684527
M3,策略＋早期特征联合 Ridge,EL150800460659,5.4C(80%)-5.4C,5,2,864,0.0005684350645464536,0.023841876279908292,0.015101926903278122
M3,策略＋早期特征联合 Ridge,EL150800464977,4C(80%)-4C,5,2,1428,0.005038553771091095,0.07098277094542799,0.049581393626897854
M3,策略＋早期特征联合 Ridge,EL150800460485,7C(40%)-3.6C,5,3,610,3.45657603582821e-05,0.005879265290687443,0.003121616110611048
M3,策略＋早期特征联合 Ridge,EL150800460506,6C(50%)-3.6C,5,3,698,0.0021068052763918337,0.04589994854454451,0.02552265756420197
M3,策略＋早期特征联合 Ridge,EL150800460507,6C(30%)-3.6C,5,3,854,0.0005154816069453699,0.022704220025038736,0.013699636486657679
M3,策略＋早期特征联合 Ridge,EL150800460603,4.65C(19%)-4.85C,5,3,483,0.00015115652173679653,0.012294572857029094,0.007746851228763496
M3,策略＋早期特征联合 Ridge,EL150800460630,5.4C(70%)-3C,5,3,1011,0.0009374610856842586,0.0306179863100802,0.017945113115024815
M3,策略＋早期特征联合 Ridge,EL150800460634,3.6C(30%)-6C,5,3,505,0.0016583093964576744,0.04072234517384374,0.0356589709423954
M3,策略＋早期特征联合 Ridge,EL150800463208,4C(40%)-6C,5,3,477,0.0009579933559834838,0.030951467751683177,0.025538136835723223
M3,策略＋早期特征联合 Ridge,EL150800463882,5.4C(40%)-3.6C,5,3,782,0.0005160195111188674,0.022716062843698672,0.011832589853989306
M3,策略＋早期特征联合 Ridge,EL150800460466,4C(13%)-5C,5,4,471,0.000205122334977672,0.01432209254884467,0.008317961813797244
M3,策略＋早期特征联合 Ridge,EL150800460513,5.6C(65%)-3C,5,4,423,0.001088196921383239,0.03298782989805845,0.017221272574798635
M3,策略＋早期特征联合 Ridge,EL150800460615,6C(40%)-3C,5,4,703,0.0006648405658375926,0.025784502435331046,0.016556727742902566
M3,策略＋早期特征联合 Ridge,EL150800460628,5.2C(71%)-3C,5,4,457,0.00141367464320091,0.03759886491904922,0.021219621767655433
M3,策略＋早期特征联合 Ridge,EL150800460655,3.6C(22%)-5.5C,5,4,438,0.0016074312920889657,0.040092783541292885,0.03049209663629476
M3,策略＋早期特征联合 Ridge,EL150800463229,7C(30%)-3.6C,5,4,960,0.00012062717751825298,0.010983040449632013,0.006243274889432728
M3,策略＋早期特征联合 Ridge,EL150800464881,5.4C(60%)-3C,5,4,782,0.001321112720441483,0.036347114334448656,0.022258724136703774
M3,策略＋早期特征联合 Ridge,EL150800464883,4.4C(80%)-4.4C,5,4,1068,0.0031901116301830015,0.05648107320318021,0.036618068043641976
M3,策略＋早期特征联合 Ridge,EL150800440551,4.4C(55%)-6C,5,5,455,0.0005838531108783097,0.02416305259850894,0.01878436127900401
M3,策略＋早期特征联合 Ridge,EL150800453773,6C(60%)-3C,5,5,611,0.0007602346810675123,0.027572353564168445,0.013192371394344876
M3,策略＋早期特征联合 Ridge,EL150800460602,2C(2%)-5C,5,5,432,0.0007846032219534327,0.02801076974939162,0.017786924073259516
M3,策略＋早期特征联合 Ridge,EL150800460604,4.9C(69%)-4.25C,5,5,492,0.0005685189990211369,0.0238436364470929,0.013827986741474806
M3,策略＋早期特征联合 Ridge,EL150800460627,5.6C(58%)-3.5C,5,5,453,0.0007636304937960513,0.027633864981143178,0.015292732256772237
M3,策略＋早期特征联合 Ridge,EL150800460640,6C(40%)-3.6C,5,5,725,0.0002806749001424835,0.016753354892154692,0.01136776583597105
M3,策略＋早期特征联合 Ridge,EL150800460641,5.2C(58%)-4C,5,5,514,0.00033521703080431126,0.018308933087548038,0.011481030422331086
M3,策略＋早期特征联合 Ridge,EL150800463871,5.4C(60%)-3.6C,5,5,553,0.0016872840446491924,0.04107656320396331,0.031201396812015066
M4,P3 策略先验＋早期残差 Ridge,EL150800453113,5.4C(50%)-3C,5,1,713,0.0038309314310326216,0.0618945185863225,0.04367454439724357
M4,P3 策略先验＋早期残差 Ridge,EL150800460478,4.4C(24%)-5C,5,1,488,0.009780375500783488,0.09889578100598372,0.07974942961411527
M4,P3 策略先验＋早期残差 Ridge,EL150800460511,5.6C(38%)-4.25C,5,1,472,0.00019048108755674334,0.013801488599304908,0.010057721656788001
M4,P3 策略先验＋早期残差 Ridge,EL150800460518,1C(4%)-6C,5,1,294,0.004166721252730189,0.06455014525723539,0.051833502510587666
M4,P3 策略先验＋早期残差 Ridge,EL150800460608,5.2C(37%)-4.5C,5,1,486,0.0025931442939412033,0.05092292503324218,0.03545405220446073
M4,P3 策略先验＋早期残差 Ridge,EL150800460611,4.8C(80%)-4.8C,5,1,455,0.002356497289286913,0.04854376673978764,0.031236920018499648
M4,P3 策略先验＋早期残差 Ridge,EL150800460613,6C(4%)-4.75C,5,1,481,0.00029697928737986784,0.017233086995076297,0.01099799906679269
M4,P3 策略先验＋早期残差 Ridge,EL150800460614,4.9C(27%)-4.75C,5,1,462,0.0010279191438022292,0.032061178141207305,0.020895112598360275
M4,P3 策略先验＋早期残差 Ridge,EL150800465027,4.8C(80%)-4.8C,5,1,864,4.773879333443974e-05,0.006909326547098475,0.0040914603373109325
M4,P3 策略先验＋早期残差 Ridge,EL150800460486,3.6C(80%)-3.6C,5,2,2154,0.002782081388870602,0.05274543950779633,0.033086340667675795
M4,P3 策略先验＋早期残差 Ridge,EL150800460498,6C(31%)-4.25C,5,2,456,0.00010737105710527315,0.01036200063237178,0.007292174758572611
M4,P3 策略先验＋早期残差 Ridge,EL150800460501,4.65C(69%)-6C,5,2,521,0.0035858973068482475,0.05988236223503752,0.0395825802966619
M4,P3 策略先验＋早期残差 Ridge,EL150800460522,5.4C(50%)-3.6C,5,2,851,0.005314755733936244,0.07290237125043494,0.0526004908131526
M4,P3 策略先验＋早期残差 Ridge,EL150800460525,6C(50%)-3C,5,2,736,0.0023514939423148313,0.048492204964456206,0.03240125143386398
M4,P3 策略先验＋早期残差 Ridge,EL150800460618,7C(40%)-3C,5,2,696,0.0008342049031963122,0.02888260554722015,0.014893670482026384
M4,P3 策略先验＋早期残差 Ridge,EL150800460659,5.4C(80%)-5.4C,5,2,864,0.009600762848304389,0.09798348252794646,0.07490386310092854
M4,P3 策略先验＋早期残差 Ridge,EL150800464977,4C(80%)-4C,5,2,1428,0.0020610088135579593,0.04539833492054482,0.028792982994091512
M4,P3 策略先验＋早期残差 Ridge,EL150800460485,7C(40%)-3.6C,5,3,610,0.0030705977541589046,0.05541297460125114,0.03312384500844797
M4,P3 策略先验＋早期残差 Ridge,EL150800460506,6C(50%)-3.6C,5,3,698,0.0013857429595355143,0.03722556862608702,0.01962871883963553
M4,P3 策略先验＋早期残差 Ridge,EL150800460507,6C(30%)-3.6C,5,3,854,0.0013837783554471368,0.03719917143495453,0.02309672057199828
M4,P3 策略先验＋早期残差 Ridge,EL150800460603,4.65C(19%)-4.85C,5,3,483,0.0040472139158418555,0.06361771699646142,0.04344501705202791
M4,P3 策略先验＋早期残差 Ridge,EL150800460630,5.4C(70%)-3C,5,3,1011,0.0048786853286481024,0.06984758641963301,0.048826077463548744
M4,P3 策略先验＋早期残差 Ridge,EL150800460634,3.6C(30%)-6C,5,3,505,0.0011606143852454156,0.03406779102386029,0.02895517621395688
M4,P3 策略先验＋早期残差 Ridge,EL150800463208,4C(40%)-6C,5,3,477,0.0012059142754870676,0.0347262764414365,0.027896855339289817
M4,P3 策略先验＋早期残差 Ridge,EL150800463882,5.4C(40%)-3.6C,5,3,782,0.00037217520497888774,0.019291842964809965,0.010279538835787446
M4,P3 策略先验＋早期残差 Ridge,EL150800460466,4C(13%)-5C,5,4,471,0.00014058280712320314,0.011856762084279297,0.007499218936457745
M4,P3 策略先验＋早期残差 Ridge,EL150800460513,5.6C(65%)-3C,5,4,423,0.0012753629247579405,0.035712223744229936,0.01860167121110941
M4,P3 策略先验＋早期残差 Ridge,EL150800460615,6C(40%)-3C,5,4,703,6.447299826065192e-05,0.008029507971267724,0.004239634280342797
M4,P3 策略先验＋早期残差 Ridge,EL150800460628,5.2C(71%)-3C,5,4,457,0.0017394467936704629,0.04170667564875512,0.02439689375881124
M4,P3 策略先验＋早期残差 Ridge,EL150800460655,3.6C(22%)-5.5C,5,4,438,0.0006109124090410452,0.02471664234966079,0.020373090034199435
M4,P3 策略先验＋早期残差 Ridge,EL150800463229,7C(30%)-3.6C,5,4,960,0.0035683169023883817,0.05973539070256745,0.04048577042943209
M4,P3 策略先验＋早期残差 Ridge,EL150800464881,5.4C(60%)-3C,5,4,782,0.0025051375646096686,0.050051349278612545,0.032021452984812564
M4,P3 策略先验＋早期残差 Ridge,EL150800464883,4.4C(80%)-4.4C,5,4,1068,0.0004424265112584387,0.021033937131655564,0.011574279553315844
M4,P3 策略先验＋早期残差 Ridge,EL150800440551,4.4C(55%)-6C,5,5,455,0.001954567687431628,0.04421049295621604,0.030747389461203672
M4,P3 策略先验＋早期残差 Ridge,EL150800453773,6C(60%)-3C,5,5,611,0.002090716840290871,0.04572435718838343,0.03087713594589252
M4,P3 策略先验＋早期残差 Ridge,EL150800460602,2C(2%)-5C,5,5,432,0.0020611278565640097,0.045399645996020824,0.03020433653377334
M4,P3 策略先验＋早期残差 Ridge,EL150800460604,4.9C(69%)-4.25C,5,5,492,0.0007049805090068798,0.02655146905553212,0.02080514204122284
M4,P3 策略先验＋早期残差 Ridge,EL150800460627,5.6C(58%)-3.5C,5,5,453,0.0011537918979918568,0.033967512390398226,0.01742053707050177
M4,P3 策略先验＋早期残差 Ridge,EL150800460640,6C(40%)-3.6C,5,5,725,0.00047912404788557863,0.02188890239106517,0.010759859469645274
M4,P3 策略先验＋早期残差 Ridge,EL150800460641,5.2C(58%)-4C,5,5,514,0.0006353805857509772,0.02520675674796298,0.01966410233147716
M4,P3 策略先验＋早期残差 Ridge,EL150800463871,5.4C(60%)-3.6C,5,5,553,0.0013403178356438874,0.03661035148211346,0.028437810580573136
M1,策略参数 Ridge（设计前基线）,EL150800453113,5.4C(50%)-3C,10,1,708,0.00033322180666909716,0.01825436404449898,0.013375222253483626
M1,策略参数 Ridge（设计前基线）,EL150800460478,4.4C(24%)-5C,10,1,483,0.0010792201446119076,0.03285148618574063,0.01953774952534552
M1,策略参数 Ridge（设计前基线）,EL150800460511,5.6C(38%)-4.25C,10,1,467,0.0012358471980257082,0.03515461844517315,0.01801530060597566
M1,策略参数 Ridge（设计前基线）,EL150800460518,1C(4%)-6C,10,1,289,0.00566760605840278,0.07528350455712579,0.0607414451475431
M1,策略参数 Ridge（设计前基线）,EL150800460608,5.2C(37%)-4.5C,10,1,481,0.001228335778521204,0.03504762158151683,0.018322351544723434
M1,策略参数 Ridge（设计前基线）,EL150800460611,4.8C(80%)-4.8C,10,1,450,0.001893176894362455,0.04351065265383243,0.02785462268207453
M1,策略参数 Ridge（设计前基线）,EL150800460613,6C(4%)-4.75C,10,1,476,0.0009200202979807832,0.030331836376665082,0.017025277522962574
M1,策略参数 Ridge（设计前基线）,EL150800460614,4.9C(27%)-4.75C,10,1,457,0.0013380566030606227,0.036579456024668035,0.02096844306239366
M1,策略参数 Ridge（设计前基线）,EL150800465027,4.8C(80%)-4.8C,10,1,859,0.0027985743835337172,0.05290155369678397,0.033775992226698734
M1,策略参数 Ridge（设计前基线）,EL150800460486,3.6C(80%)-3.6C,10,2,2149,0.012439399848078455,0.11153205749056391,0.09584627601760459
M1,策略参数 Ridge（设计前基线）,EL150800460498,6C(31%)-4.25C,10,2,451,0.0012618497517085576,0.03552252456834336,0.018411833312589464
M1,策略参数 Ridge（设计前基线）,EL150800460501,4.65C(69%)-6C,10,2,516,5.550873539500751e-05,0.007450418471133518,0.006785302188244942
M1,策略参数 Ridge（设计前基线）,EL150800460522,5.4C(50%)-3.6C,10,2,846,0.004131797514953628,0.06427905969251284,0.044951962661559985
M1,策略参数 Ridge（设计前基线）,EL150800460525,6C(50%)-3C,10,2,731,0.0009326723202206476,0.030539684350376767,0.020130645633761227
M1,策略参数 Ridge（设计前基线）,EL150800460618,7C(40%)-3C,10,2,691,1.9766811547499463e-05,0.00444598825318955,0.0035347570173169802
M1,策略参数 Ridge（设计前基线）,EL150800460659,5.4C(80%)-5.4C,10,2,859,0.005243150478141474,0.07240960211285154,0.05026328715542363
M1,策略参数 Ridge（设计前基线）,EL150800464977,4C(80%)-4C,10,2,1423,0.010828337515686487,0.10405929807415812,0.08305044835318262
M1,策略参数 Ridge（设计前基线）,EL150800460485,7C(40%)-3.6C,10,3,605,9.692644244173847e-05,0.009845122774335446,0.006057613395794858
M1,策略参数 Ridge（设计前基线）,EL150800460506,6C(50%)-3.6C,10,3,693,0.0004511827193050373,0.021241062103977693,0.013232716717098742
M1,策略参数 Ridge（设计前基线）,EL150800460507,6C(30%)-3.6C,10,3,849,0.004244644966686592,0.06515093987569628,0.04391109343754956
M1,策略参数 Ridge（设计前基线）,EL150800460603,4.65C(19%)-4.85C,10,3,478,0.00038962903011618516,0.01973902302841215,0.014980493023978417
M1,策略参数 Ridge（设计前基线）,EL150800460630,5.4C(70%)-3C,10,3,1006,0.0037147300157592874,0.06094858501851612,0.04056979710657107
M1,策略参数 Ridge（设计前基线）,EL150800460634,3.6C(30%)-6C,10,3,500,0.0015331858243508225,0.039155916849830275,0.033930172415375624
M1,策略参数 Ridge（设计前基线）,EL150800463208,4C(40%)-6C,10,3,472,0.001001420917603745,0.031645235306499854,0.026263173684606685
M1,策略参数 Ridge（设计前基线）,EL150800463882,5.4C(40%)-3.6C,10,3,777,0.0022414973662639114,0.04734445444045069,0.03167480235694257
M1,策略参数 Ridge（设计前基线）,EL150800460466,4C(13%)-5C,10,4,466,0.0003918037540772002,0.019794033294839135,0.014913298633558334
M1,策略参数 Ridge（设计前基线）,EL150800460513,5.6C(65%)-3C,10,4,418,0.0017983978242602624,0.04240752084548521,0.0230142085045765
M1,策略参数 Ridge（设计前基线）,EL150800460615,6C(40%)-3C,10,4,698,0.0003016983575479024,0.017369466242458415,0.01125364633877283
M1,策略参数 Ridge（设计前基线）,EL150800460628,5.2C(71%)-3C,10,4,452,0.0017913372540169607,0.04232419230200336,0.02510450813436635
M1,策略参数 Ridge（设计前基线）,EL150800460655,3.6C(22%)-5.5C,10,4,433,0.0011515273115646598,0.03393416142421468,0.026772470931042045
M1,策略参数 Ridge（设计前基线）,EL150800463229,7C(30%)-3.6C,10,4,955,0.005790673235341697,0.07609647321224353,0.0543442197857609
M1,策略参数 Ridge（设计前基线）,EL150800464881,5.4C(60%)-3C,10,4,777,0.00015901339222661282,0.01261005123806453,0.0072318540162737265
M1,策略参数 Ridge（设计前基线）,EL150800464883,4.4C(80%)-4.4C,10,4,1063,0.005320710532731604,0.07294320072996252,0.05085052714961954
M1,策略参数 Ridge（设计前基线）,EL150800440551,4.4C(55%)-6C,10,5,450,0.0016421544567394634,0.040523504990800874,0.03350179270632043
M1,策略参数 Ridge（设计前基线）,EL150800453773,6C(60%)-3C,10,5,606,0.0009910855441051282,0.03148151114710233,0.014909500081342654
M1,策略参数 Ridge（设计前基线）,EL150800460602,2C(2%)-5C,10,5,427,0.000323059417809217,0.017973853727267758,0.010841179160827734
M1,策略参数 Ridge（设计前基线）,EL150800460604,4.9C(69%)-4.25C,10,5,487,0.0013451366505286436,0.03667610462588201,0.01815206580094964
M1,策略参数 Ridge（设计前基线）,EL150800460627,5.6C(58%)-3.5C,10,5,448,0.0016006503679702685,0.04000812877366634,0.02010923066261911
M1,策略参数 Ridge（设计前基线）,EL150800460640,6C(40%)-3.6C,10,5,720,0.0005255788422420472,0.02292550636828001,0.01474665517022304
M1,策略参数 Ridge（设计前基线）,EL150800460641,5.2C(58%)-4C,10,5,509,0.0012855515718247334,0.03585458927145496,0.017234343548814805
M1,策略参数 Ridge（设计前基线）,EL150800463871,5.4C(60%)-3.6C,10,5,548,0.0020436066962546753,0.04520626832923367,0.0344302413561207
M2,早期运行特征 Ridge（运行后基线）,EL150800453113,5.4C(50%)-3C,10,1,708,0.0027269128757903423,0.052219851357413326,0.03548559879166549
M2,早期运行特征 Ridge（运行后基线）,EL150800460478,4.4C(24%)-5C,10,1,483,0.0029296047669091193,0.054125823475575124,0.036633055767294066
M2,早期运行特征 Ridge（运行后基线）,EL150800460511,5.6C(38%)-4.25C,10,1,467,0.0003494623204144629,0.01869391131931632,0.011296101200913122
M2,早期运行特征 Ridge（运行后基线）,EL150800460518,1C(4%)-6C,10,1,289,0.005970978977320013,0.07727210995773322,0.062338569636613286
M2,早期运行特征 Ridge（运行后基线）,EL150800460608,5.2C(37%)-4.5C,10,1,481,0.0005619935666851481,0.023706403495366988,0.012633701475119904
M2,早期运行特征 Ridge（运行后基线）,EL150800460611,4.8C(80%)-4.8C,10,1,450,0.0011729086229358514,0.034247753545829124,0.021986125410561302
M2,早期运行特征 Ridge（运行后基线）,EL150800460613,6C(4%)-4.75C,10,1,476,0.0009616942892995651,0.03101119619265863,0.017397561544390545
M2,早期运行特征 Ridge（运行后基线）,EL150800460614,4.9C(27%)-4.75C,10,1,457,0.00021507797660260373,0.014665537037647265,0.009027078185448683
M2,早期运行特征 Ridge（运行后基线）,EL150800465027,4.8C(80%)-4.8C,10,1,859,0.0009027810491187959,0.030046315067222402,0.017800909274925125
M2,早期运行特征 Ridge（运行后基线）,EL150800460486,3.6C(80%)-3.6C,10,2,2149,0.006634243776266199,0.08145086725300228,0.06131143026910312
M2,早期运行特征 Ridge（运行后基线）,EL150800460498,6C(31%)-4.25C,10,2,451,0.0002044733819887955,0.014299418938851869,0.008499823982518579
M2,早期运行特征 Ridge（运行后基线）,EL150800460501,4.65C(69%)-6C,10,2,516,0.0001232060807342781,0.011099823455095045,0.0072249232220738535
M2,早期运行特征 Ridge（运行后基线）,EL150800460522,5.4C(50%)-3.6C,10,2,846,0.006286161060452203,0.07928531427983497,0.0580055181288507
M2,早期运行特征 Ridge（运行后基线）,EL150800460525,6C(50%)-3C,10,2,731,0.0015312971994161804,0.03913179269361654,0.025553907021720047
M2,早期运行特征 Ridge（运行后基线）,EL150800460618,7C(40%)-3C,10,2,691,0.0004956767859903441,0.02226379990006971,0.011648297571445018
M2,早期运行特征 Ridge（运行后基线）,EL150800460659,5.4C(80%)-5.4C,10,2,859,0.00038636144905915254,0.019656079188361868,0.012307846421196273
