replicate,method_id,rmse_log,mae_log,rmse_cycle,mae_cycle,overprediction_rate,mean_positive_log_error,mean_positive_cycle_error
520,P2_elasticnet,0.36308340394249844,0.26307369408113246,324.56111071337574,195.40158922958742,0.4318181818181818,0.13191200934805278,77.84795061907379
520,P3_additive_gam,0.37125770384773943,0.2490702471174978,329.64424106074375,189.05707549141292,0.5909090909090909,0.1372980513357491,87.94420846426542
520,C1_restricted_boosting,0.3189165573060058,0.22360558947422166,294.9860085360301,172.39012401596153,0.4318181818181818,0.10034892730133156,62.41672738099405
521,P1_ridge,0.4278156383857878,0.2965393141837717,427.29972070686574,240.84081258447236,0.5365853658536586,0.09554527452089981,52.59061779155062
521,P2_elasticnet,0.43762887360338143,0.3050098013680635,431.37038202779127,246.10765917241847,0.4878048780487805,0.0980020203955344,54.37732927078109
521,P3_additive_gam,0.42069089434757817,0.2818247482771963,425.0003328439424,234.40603885664916,0.4146341463414634,0.08401431458983447,50.31133736782919
521,C1_restricted_boosting,0.3725926815059356,0.24848006601289585,382.7889846100462,209.19635129474608,0.3902439024390244,0.07731642397031593,47.04403048175138
522,P1_ridge,0.41946922391029773,0.31578547746638946,382.89933776091686,245.34055202796418,0.43902439024390244,0.11427295083930031,65.73656240978171
522,P2_elasticnet,0.42895980441151355,0.32330894915084013,387.33210965973075,250.07189524448873,0.4146341463414634,0.12141698847692652,70.80130169485612
522,P3_additive_gam,0.40758068587084123,0.28198920091884927,379.4235848810176,227.52966048172223,0.34146341463414637,0.08474823868974148,52.802834151854
522,C1_restricted_boosting,0.3566163170028559,0.24950179171997025,337.1199237778688,203.09580203087015,0.4634146341463415,0.09474859614890552,60.625421926269134
523,P1_ridge,0.4276131325701876,0.27103175820621267,455.1279819720658,230.931797471143,0.43902439024390244,0.09487839606665013,54.197218972577204
523,P2_elasticnet,0.4341769899538129,0.27624672849895293,457.96786512983454,234.1113679202204,0.4146341463414634,0.09764384020726398,56.5531882384237
523,P3_additive_gam,0.4152099637451204,0.2598865825617262,446.768813777851,222.67436328495435,0.34146341463414637,0.08643227797870885,50.62007796009948
523,C1_restricted_boosting,0.3599952284462418,0.222510334310431,405.5595814073719,199.00763824919719,0.5365853658536586,0.07621104705597172,46.11511323644155
524,P1_ridge,0.3567186410015204,0.2575784034728259,321.04038205110515,184.68345884926825,0.6585365853658537,0.15484572812744252,90.15925151805466
524,P2_elasticnet,0.3622276342391713,0.2625198080917721,323.7236629179831,187.43400917323672,0.5121951219512195,0.15616938912980355,91.13084410132052
524,P3_additive_gam,0.3221073555401994,0.2099614412616336,305.30381913069624,154.827840748903,0.6341463414634146,0.11486520929153729,66.97469713731016
524,C1_restricted_boosting,0.2985541056051474,0.20514132136359767,281.75351765138026,153.48127608324387,0.6097560975609756,0.12825892755488347,79.65025939000799
525,P1_ridge,0.28464402759596646,0.2335968580834588,176.4194343951704,141.9247722981434,0.675,0.1675519347335505,92.72276739113745
525,P2_elasticnet,0.30413601990915756,0.23871479879569302,188.75569839581055,146.27658729684373,0.625,0.17386342848377426,98.3616639143547
525,P3_additive_gam,0.2758932299664045,0.20480248135630613,183.56176654572116,129.44630675215566,0.525,0.1230184416148582,73.47078617237119
525,C1_restricted_boosting,0.2946297081682924,0.17790652918186234,191.72369140677748,111.98353360552888,0.425,0.09953218128542143,61.112414721644676
526,P1_ridge,0.4034668771011789,0.28850099163146176,394.7280289866543,224.98016985496352,0.3902439024390244,0.10190462357390107,51.63210427972957
526,P2_elasticnet,0.4124757600089729,0.2893958677756032,396.49242655003343,224.23373739899415,0.36585365853658536,0.10788690264317077,55.18553968546042
526,P3_additive_gam,0.3775342472498764,0.2507086178250132,389.6275262070573,210.63078652636258,0.4146341463414634,0.08075736326039448,49.410381897330886
526,C1_restricted_boosting,0.34699255310525684,0.2435874590574701,353.40509874443046,197.77109982672846,0.4146341463414634,0.0997300570710109,55.81582826950641
527,P1_ridge,0.5037522004947232,0.33594442415513937,535.9903455572528,288.51612900904456,0.45,0.12473230626846495,67.91404995477494
527,P2_elasticnet,0.5164431517447015,0.34711899114207895,540.8019041734623,294.1738481716219,0.425,0.13540602072366717,74.30175403136286
527,P3_additive_gam,0.4782968986663821,0.2998217706322147,528.0079312500046,272.3279079652408,0.375,0.07962142899743167,46.96535138805912
527,C1_restricted_boosting,0.43997474748540544,0.2956235247986143,484.7585746527092,264.4746911621362,0.475,0.10919515170402676,64.83583051622675
528,P1_ridge,0.3888188446374975,0.2844818639656571,356.02204918522415,215.27661879023427,0.5609756097560976,0.1271969376351238,73.4369707066974
528,P2_elasticnet,0.39398403187732584,0.28317246467169893,358.6929522065304,214.5830794873276,0.5121951219512195,0.12145639682706608,70.69216939855492
528,P3_additive_gam,0.3657085780875622,0.25670890205461233,344.05863246037944,197.23608113137183,0.5121951219512195,0.10395384599605066,60.4433308790077
528,C1_restricted_boosting,0.3320632832980225,0.24088488078976927,312.16360243797016,184.95506982262185,0.4146341463414634,0.09146924523958268,55.98533607546255
529,P1_ridge,0.4372719667606663,0.3042389120987223,433.19085675348737,244.21036814675367,0.65,0.14836545260297446,86.29583700884677
529,P2_elasticnet,0.4456342681067734,0.3105635665151132,437.05223689276056,248.9495115423129,0.575,0.15218085367121123,89.8083069200489
529,P3_additive_gam,0.414123884574191,0.2581509780329422,421.8624409985107,215.9074605501879,0.45,0.10894262518065997,65.9680353822467
529,C1_restricted_boosting,0.3789072745786287,0.24638292446860727,391.3301780644238,210.5096258881722,0.55,0.11406988303818884,73.29230304198356
530,P1_ridge,0.34897384548924054,0.27127919716117355,255.22718611619587,178.32248091904364,0.6585365853658537,0.17439570349067182,98.10310812552105
530,P2_elasticnet,0.36637264920956225,0.28115827026129847,265.16469416153177,185.24118556554765,0.6097560975609756,0.1831597484497509,104.76905319552233
530,P3_additive_gam,0.3666284466531198,0.2657461620618728,275.3980176363048,181.46909386921902,0.5853658536585366,0.1558507042910847,95.86066853740833
530,C1_restricted_boosting,0.36896471257504637,0.25766612435789454,266.4899682909224,173.61636580685112,0.4146341463414634,0.13393379932521915,82.90836082783846
531,P1_ridge,0.38549046165012685,0.27178159804109486,350.13967842155574,203.7116092871658,0.43902439024390244,0.09528598370315325,50.400611577247396
531,P2_elasticnet,0.3977642675949636,0.279210509795254,355.1915957334514,208.15247367583405,0.34146341463414637,0.09762002916329907,51.99293292337787
531,P3_additive_gam,0.37980534897013946,0.25968302657698145,352.6742262028233,202.79589462745247,0.43902439024390244,0.07792862231985231,48.80726562782076
531,C1_restricted_boosting,0.3791482600271212,0.2691045479040383,331.68902778947916,201.32816150472243,0.4878048780487805,0.09450902223654167,57.06332479026932
532,P1_ridge,0.3392156338295959,0.2237774740001805,314.42716604612394,166.98954691663013,0.47619047619047616,0.1020531863771877,56.49928910915564
532,P2_elasticnet,0.34441249468042423,0.22540041851901269,316.00399687780094,167.62359253158886,0.40476190476190477,0.10183286984580622,56.752131362394806
532,P3_additive_gam,0.3420571972765196,0.21969279700501035,318.3838155514342,168.10968316930973,0.5,0.1099271332728127,69.5845641322343
532,C1_restricted_boosting,0.3043450481847463,0.19664288013552406,287.1213990565314,150.3445648350082,0.5238095238095238,0.08526676940126905,51.72483561836155
533,P1_ridge,0.3927046627764316,0.2757211176073834,347.04177978004316,200.0235201875711,0.5238095238095238,0.13750879726984402,73.12879763649345
533,P2_elasticnet,0.40727686609236047,0.28587881967022116,352.3496560789366,205.51180847796496,0.47619047619047616,0.1463343847744289,78.42033646891687
533,P3_additive_gam,0.37434722650981833,0.24473247457394656,344.44490855968803,188.0356614713822,0.5,0.12015109041764584,72.98454513825962
533,C1_restricted_boosting,0.36525758362475336,0.2670268544005772,319.79669358282894,194.76641852814336,0.5,0.13789902563860426,78.63532167838167
534,P1_ridge,0.29472759704882223,0.24446686924388164,194.7140878959842,157.7669016974199,0.6190476190476191,0.16022498252984466,93.11281312967937
534,P2_elasticnet,0.3093067035937443,0.2529926384531972,204.53635935773138,163.80097556121268,0.5952380952380952,0.1663848419566531,98.05825375333251
534,P3_additive_gam,0.3071151664629876,0.22020101725028796,208.03098461422502,146.15800748270226,0.5,0.14999782957747299,95.10334553695988
534,C1_restricted_boosting,0.3039980857756596,0.21303903931391663,210.70632235305047,144.5553506155663,0.5714285714285714,0.1396680157337508,90.02276829538579
535,P1_ridge,0.3874460140865647,0.30000558839299785,340.44851556701246,216.02325615350128,0.675,0.18661584920729052,110.16997096787888
535,P2_elasticnet,0.393633713491033,0.30105831410030104,343.1845294680723,216.59302061120079,0.625,0.19018652366869962,113.0348150484278
535,P3_additive_gam,0.33986577121689415,0.21816114791715857,316.97500976877507,162.8818809903942,0.5,0.10044847968316169,58.524728798945056
535,C1_restricted_boosting,0.34653420911523364,0.23274422443559778,309.58152263033463,173.7353816263696,0.575,0.11624910057016957,70.9573749245682
536,P1_ridge,0.2916531560494488,0.23671135996483586,217.23513971209258,162.34547718412796,0.6511627906976745,0.1330057528729082,78.06372423507578
536,P2_elasticnet,0.2914704470558626,0.23337732625257857,216.49811218337706,160.4528619514813,0.5813953488372093,0.12856493630114302,75.88480524013123
536,P3_additive_gam,0.3071343092193749,0.21717044295375248,226.82089688793656,149.57030658003765,0.4883720930232558,0.12716197765566087,78.54675043558638
536,C1_restricted_boosting,0.2847696431293212,0.2123210961837708,210.31349041345598,147.0114619659069,0.5116279069767442,0.1090047068977378,68.32106707473326
537,P1_ridge,0.35561803850883544,0.24756061817780065,324.5203979641089,177.12608248102146,0.675,0.13489301719272778,70.74295408332345
537,P2_elasticnet,0.3662387740782207,0.250878141193321,327.8336828493001,179.5558157703502,0.575,0.1371620581642092,72.94723001312809
537,P3_additive_gam,0.3127799444368243,0.20038755320308804,307.68835279270223,152.35156392951518,0.6,0.10498549056378188,60.84392595299429
537,C1_restricted_boosting,0.3153821747347728,0.20854467751082345,294.260530855154,155.8274182719745,0.475,0.10596761378464843,62.365160916803305
538,P1_ridge,0.2876752926049389,0.22800663294576035,190.08977710001736,148.2850344888149,0.5365853658536586,0.13492118555304988,75.77749913031766
538,P2_elasticnet,0.2949182802344695,0.2299428406307655,192.04984757107678,148.83460734428675,0.4878048780487805,0.13844068323854816,78.34410563416361
538,P3_additive_gam,0.2378341134082678,0.17910133075528797,158.71422024952747,117.70968221000649,0.5121951219512195,0.09689819866470957,55.433322511849425
538,C1_restricted_boosting,0.2565574213118018,0.18197619416752037,169.10537485717458,120.10767748579552,0.5365853658536586,0.09722859636778972,56.25656529963089
539,P1_ridge,0.25764469853142674,0.20689835867617087,173.68702567674097,135.0676556313133,0.6097560975609756,0.13082816697231575,74.33520222482656
539,P2_elasticnet,0.2592213348609589,0.20979859302714973,169.9849850395741,135.49821126501956,0.4878048780487805,0.13432643880163717,76.08778728358703
539,P3_additive_gam,0.19905283991833392,0.15372844675944414,134.7276884622826,100.99579339156367,0.6341463414634146,0.09887146741016806,58.188487988987106
539,C1_restricted_boosting,0.218827057459791,0.1592868434544857,150.69611014239248,107.57660238144415,0.4878048780487805,0.09932131511903407,61.36183434455826
540,P1_ridge,0.27903403504016494,0.19704912552337003,217.36385646332758,142.09188753592343,0.575,0.1019520031473569,61.58280938260659
540,P2_elasticnet,0.2786402551498403,0.19775207536750514,214.7804284732358,141.8460094522418,0.525,0.10446173017552471,63.247518410529324
540,P3_additive_gam,0.23091873413194144,0.15213590608329217,183.14811204120934,108.84327896070825,0.35,0.06439245823216755,37.22937278495334
540,C1_restricted_boosting,0.23363544948617435,0.16003019765689833,184.7729790813841,116.48394398331274,0.625,0.08169605341992854,51.81315468627206
541,P1_ridge,0.3210704473762457,0.246295338657161,218.86511417884657,156.15803863310657,0.65,0.17149205532940995,96.00864573971327
541,P2_elasticnet,0.3340817323505692,0.2522745611507162,224.52337283179222,159.45568034158856,0.525,0.1770436165775447,99.69375423683661
541,P3_additive_gam,0.28568051794276206,0.2033526062605596,209.35852570358176,134.23107260029806,0.575,0.11230490626674591,64.44535931078697
541,C1_restricted_boosting,0.3169986243526511,0.22157041272739839,214.33686989043525,141.98556085849424,0.55,0.1370348315429115,80.72831628179016
542,P1_ridge,0.3330181906186409,0.23945959575720352,294.20109085529793,164.93354880604633,0.5609756097560976,0.11431572993284224,57.507108228241755
542,P2_elasticnet,0.3481440675531261,0.24568260112742,299.66482220890356,169.3749920684744,0.4634146341463415,0.11597002977611971,59.23319480214377
542,P3_additive_gam,0.3183180587674603,0.2186410560730954,296.0459023225728,159.7372657370835,0.4634146341463415,0.09210835687443704,54.31638835221918
542,C1_restricted_boosting,0.31586498294487614,0.20491299240849012,276.20249335959596,145.76022166957696,0.5853658536585366,0.10245030414887794,58.89978347916295
543,P1_ridge,0.23842731976940207,0.1814986056158401,159.80645242880558,117.26048716823198,0.525,0.1015524426955832,58.13966766707665
543,P2_elasticnet,0.24448117071572967,0.1850301167297711,163.56434619931738,119.8052216966199,0.45,0.09874540476241796,57.28733763007368
543,P3_additive_gam,0.23972818287630268,0.18250048042153733,162.06642719842006,118.33696751199004,0.5,0.10402663062600921,61.14792839536149
543,C1_restricted_boosting,0.2748228438790548,0.19621907593971244,182.45295837332392,127.08000506277122,0.575,0.1128550958148637,73.92217782649776
544,P1_ridge,0.360458015866742,0.2689721905018973,301.5613767568792,174.98964993271835,0.725,0.1942989092763336,103.94740974334789
544,P2_elasticnet,0.3805451372728748,0.28653022272754347,309.25959582287743,185.06594875824294,0.7,0.21099385391100628,114.14949297217213
544,P3_additive_gam,0.3151723505589863,0.21240011696641528,287.9567207321259,147.60668641800171,0.6,0.1416624642537763,81.9759291523269
544,C1_restricted_boosting,0.3522852321917777,0.2535861990140332,288.08612274617616,167.14607959343104,0.525,0.18108837089138946,103.7051990652651
545,P1_ridge,0.4306032151946176,0.31698476064278314,416.72302062341896,248.68722840664614,0.5121951219512195,0.136155990728997,79.87186501226134
545,P2_elasticnet,0.4383387077203287,0.3201097192793419,420.42535828139444,251.39038236868376,0.43902439024390244,0.13676076623427816,81.45676160909889
545,P3_additive_gam,0.4200269911720661,0.29120347428895177,410.8143927757215,232.2163198128945,0.43902439024390244,0.12028091731905412,72.79982107724742
545,C1_restricted_boosting,0.3806196813579089,0.2567748775024884,376.9288283049973,209.8660853917204,0.4634146341463415,0.11234932415476946,71.28295574316941
546,P1_ridge,0.41825785759109474,0.28960773615864965,417.9259368716212,236.62016574670537,0.45,0.08893371347191556,50.83909992681429
546,P2_elasticnet,0.42323743972910555,0.291074006917289,419.8005310134982,237.02636064311574,0.4,0.0899442786101868,51.71542181307292
546,P3_additive_gam,0.39782029435978666,0.28538589249207885,406.0459939455694,233.36163935312342,0.425,0.09839468305937685,58.66221983252005
546,C1_restricted_boosting,0.33907108822672194,0.22050755746681888,362.95969004362655,190.9691086939922,0.375,0.0920175854245305,57.63278293313283
547,P1_ridge,0.41002571236680607,0.29157154369134786,395.73407471270065,220.46825773628998,0.575,0.14284655575135938,79.93417301795682
547,P2_elasticnet,0.42657122471096587,0.3012222627368476,402.4197576104179,225.9866606304729,0.55,0.15177467975217657,85.76454385014264
547,P3_additive_gam,0.3777335071739817,0.24612834513498721,384.70466023285894,196.51559098206147,0.425,0.09673405158519974,57.62024027408144
547,C1_restricted_boosting,0.38683414827717644,0.27406033945844255,368.1611930723725,209.24903623199117,0.5,0.13248159381372215,79.4597598480319
548,P1_ridge,0.3452545208749673,0.2447562452573726,308.31117428607234,179.52174005806648,0.43902439024390244,0.10558352843360569,61.762623780608756
548,P2_elasticnet,0.35764720169423414,0.25316443981104814,314.96135085963726,185.17981518537923,0.36585365853658536,0.1072855995298101,63.84732637139968
548,P3_additive_gam,0.33699833192196216,0.24160432981349056,304.420865946409,179.26992404025944,0.5365853658536586,0.12080177601370092,74.58858882558778
548,C1_restricted_boosting,0.3097780010325327,0.2002204007088557,281.6409892592125,152.2725198309522,0.4146341463414634,0.0954136843096229,61.233785097136675
549,P1_ridge,0.35585337615929546,0.2457034958656828,321.93614845975856,176.19383734172652,0.625,0.13365791889792628,73.13692482997241
549,P2_elasticnet,0.37416404731737446,0.2568984553799728,329.18261793983316,183.00873540052424,0.6,0.14636726821796595,81.56294700242239
549,P3_additive_gam,0.34334807142283397,0.22388761585708675,321.70905775037744,168.90139752216652,0.575,0.11820818423409545,73.0595217292849
549,C1_restricted_boosting,0.3435716808228559,0.21988086941936835,305.6164333464751,162.49993278789643,0.425,0.11728121853316739,72.30643357713217
550,P1_ridge,0.31021912274846086,0.23363089695593356,213.85273651996644,148.4425465023619,0.6097560975609756,0.1540693066652755,82.74089861935128
550,P2_elasticnet,0.32220931038493406,0.23934378150578908,216.88590386398602,150.5369321149689,0.5365853658536586,0.1606672039465249,86.31297366310885
550,P3_additive_gam,0.26728787388939873,0.18962683185884144,197.7344678315424,125.62461241524153,0.4878048780487805,0.10885074603147685,62.79008077422362
550,C1_restricted_boosting,0.3042001980147596,0.22824910773039347,203.65930239147644,145.30896100366408,0.6097560975609756,0.14552005309456695,81.07464805333625
551,P1_ridge,0.30068870903235023,0.20331613668083143,234.81818773725735,139.3962809051478,0.575,0.10844460879693292,61.33890829505681
551,P2_elasticnet,0.3110869177600552,0.20920796116418178,240.64551675848077,143.6421033564837,0.425,0.10709806142814102,61.74231000199853
551,P3_additive_gam,0.2909091094800582,0.20828957715498664,228.43639474050087,140.86819288413946,0.525,0.10073578349756188,56.60066833733473
551,C1_restricted_boosting,0.29375098207935263,0.19807465266552135,219.7549761555925,135.05496039473968,0.5,0.09782233366740312,61.35364019797022
552,P1_ridge,0.3584692085743343,0.25006229614612935,326.68175054291595,183.35758177177865,0.45,0.11119530509983558,60.606610271067254
552,P2_elasticnet,0.37006567080459785,0.25840726738013375,331.5770554982643,188.6536139114158,0.45,0.11608380946933716,64.32069557260593
552,P3_additive_gam,0.33360866180313076,0.21922120813470497,316.7698749741426,166.9892747460014,0.4,0.08901979694242242,52.03003533716046
552,C1_restricted_boosting,0.32046672095629714,0.2114008275865224,295.9934229975194,159.69638851358224,0.45,0.0972718483910393,59.428734920551435
553,P1_ridge,0.4272510740158406,0.31968874916120427,399.6292786370669,233.59542084699487,0.625,0.18967699144450262,105.82107201449567
553,P2_elasticnet,0.4442215643036187,0.32911982185830746,406.0268884234243,239.46326206714744,0.575,0.1997478303281915,112.71796809912098
553,P3_additive_gam,0.398711299531431,0.26465928916144,394.71974156936795,208.3046692395676,0.575,0.14449268832012346,88.83202694029477
553,C1_restricted_boosting,0.39635590618835526,0.26649730320364884,374.0050873659778,205.7009519516419,0.65,0.18731888966980687,113.90002651829175
554,P1_ridge,0.39281396734572954,0.2609095312856391,384.37420342964043,198.91836210035055,0.5609756097560976,0.159223678936163,93.61968629523247
554,P2_elasticnet,0.40082141049090825,0.2676687716104531,388.1272285866718,203.30123549660541,0.4878048780487805,0.16225363575800975,96.3428438879523
554,P3_additive_gam,0.3897853942690551,0.2573538656648947,383.6504187649123,197.74449269101234,0.5609756097560976,0.14731532886690735,89.21981839736034
554,C1_restricted_boosting,0.36590866915295095,0.24379213471420055,357.75860510600756,189.4182853708736,0.5365853658536586,0.1375284377433016,86.19621041732657
555,P1_ridge,0.3947957172360394,0.3123397340737374,347.8962092159988,232.217232774958,0.5238095238095238,0.13650765148280244,78.052199113987
555,P2_elasticnet,0.4036079767708679,0.3202962912534756,351.821075478354,237.3350331930733,0.47619047619047616,0.14249704562080767,82.62258179130401
555,P3_additive_gam,0.40684099844666216,0.3082625037467532,354.97207939984344,232.0436038358105,0.5,0.1430203807098417,88.92064089040436
555,C1_restricted_boosting,0.3775358930928613,0.2862782112709757,328.3711007053589,216.88738383124166,0.35714285714285715,0.11744639582346811,74.39140096505578
556,P1_ridge,0.3834279480099424,0.2626084786694559,387.2550994829969,209.88728134578383,0.5853658536585366,0.12939120535744728,77.78867461395704
556,P2_elasticnet,0.38672312226576266,0.2639130907113245,388.01900511764745,210.34343465559883,0.5121951219512195,0.13219318409595504,79.8142043760967
556,P3_additive_gam,0.3608643297770418,0.22302882849890654,376.0608126601752,182.6547060427543,0.43902439024390244,0.07933327287988223,47.06195273472033
556,C1_restricted_boosting,0.3291015600392552,0.2147998240872703,346.6708916547486,177.67222734509258,0.4878048780487805,0.08284169547165414,52.74848814252308
557,P1_ridge,0.4574670658298389,0.31389123785019046,474.8889110187226,260.16339976339754,0.5609756097560976,0.1274376853941438,73.17732212146245
557,P2_elasticnet,0.46498983803397587,0.3132875889389512,478.77632475134743,260.9290736367532,0.5121951219512195,0.12231241503724759,71.26227469107079
557,P3_additive_gam,0.43941621620193394,0.29495577536130446,464.91234718295493,247.85156108493467,0.5365853658536586,0.11502009003789954,67.75685374786094
557,C1_restricted_boosting,0.37834996452226766,0.2336876675619021,418.6819991677101,207.6008939712359,0.4634146341463415,0.08079961953987709,48.577909840345214
558,P1_ridge,0.48433804371339867,0.35610887780446004,461.755902954532,284.1634060644899,0.5,0.14112572227360165,80.28771339841445
558,P2_elasticnet,0.4962658948584614,0.3633482819273465,467.1097665232162,288.57705027569773,0.475,0.14704062599021434,84.50625652421397
558,P3_additive_gam,0.46256198274181953,0.33478755524551185,453.1145800768872,274.0930385984923,0.375,0.11514992881079152,68.2426041335192
558,C1_restricted_boosting,0.41012934306512844,0.2867264891557754,406.4422643077832,237.69158832379284,0.45,0.1254747297998177,73.7181604942646
559,P1_ridge,0.3114286452205729,0.25503344344182666,213.660371580707,171.15596453094204,0.5238095238095238,0.13287759351159728,72.78319669016827
559,P2_elasticnet,0.31820213088480337,0.2568724311986416,214.53578589621682,171.66937246862753,0.47619047619047616,0.13907060920389083,77.37642194035578
559,P3_additive_gam,0.29874164639395473,0.22960453503753844,202.5291852008501,154.2585682314247,0.5238095238095238,0.13917600919379347,82.4307248739887
559,C1_restricted_boosting,0.309964626271473,0.23393845326883156,211.77354175409945,159.59993171837468,0.40476190476190477,0.11836754043172919,69.00402270502715
560,P1_ridge,0.3374254558148103,0.26805743836501306,238.90844472652145,176.80050499444383,0.575,0.16258492258241045,91.83099952685969
560,P2_elasticnet,0.35510382949253627,0.283439781920241,248.323612015193,186.46949568880618,0.55,0.17680378049444778,101.38657944043845
560,P3_additive_gam,0.3303762229422853,0.2323679508880808,243.5678606709424,160.11891653223606,0.375,0.11412521726939044,70.57400840233404
560,C1_restricted_boosting,0.3624791754242604,0.25568772387957334,255.52374785796474,172.50157936485982,0.55,0.13903169328026943,86.55168204821832
561,P1_ridge,0.3450150579601379,0.3021153990472033,246.2260548390521,201.48075325496006,0.5609756097560976,0.15524458384862536,86.05497454113356
561,P2_elasticnet,0.35124610904136455,0.30470027978122816,248.54767774540557,203.12544523980654,0.5609756097560976,0.15579352588510512,86.64473408612156
561,P3_additive_gam,0.30998030356507056,0.2442972465538545,227.513417829917,166.43030795385337,0.43902439024390244,0.10335584960686467,58.597197736549674
561,C1_restricted_boosting,0.32150213516967324,0.24791010103799052,222.8267512579816,165.25465828801816,0.5121951219512195,0.11225340847383498,63.705327347026355
562,P1_ridge,0.32640665008697195,0.2268917853150362,265.341531809855,159.54245165417245,0.6585365853658537,0.1146462405065338,63.303101586980574
562,P2_elasticnet,0.3352222531154199,0.23424154851551832,269.0375301278995,164.01307046398406,0.5609756097560976,0.11729104378346512,64.82832197569432
562,P3_additive_gam,0.29362819924773836,0.17514720314686108,252.68962633824216,130.58763776333276,0.3170731707317073,0.05703558000653478,33.65580433037944
562,C1_restricted_boosting,0.2786711766032143,0.20428962215973362,228.99430715914184,143.8127439876135,0.5121951219512195,0.08424284051533557,51.61639408517834
563,P1_ridge,0.3208658608660819,0.2721932975053133,210.6561327900362,176.71873875049818,0.5476190476190477,0.16468579740343672,91.76691278525398
563,P2_elasticnet,0.3327399733701085,0.2747478069428003,214.91265449125265,177.6934748504501,0.5,0.1722147504506879,96.93863628318599
563,P3_additive_gam,0.28852250595415097,0.20758538224757458,198.02974056203098,141.6714940184716,0.5476190476190477,0.1347266939055856,84.25252297930956
563,C1_restricted_boosting,0.30840961651707144,0.23590524061876947,209.31822051682119,158.30562380552198,0.5238095238095238,0.1451087661449857,87.91920016050959
564,P1_ridge,0.3459394052558042,0.25098969237023205,301.3967900287809,170.1516546653635,0.675,0.16749404137333576,90.98439324727649
564,P2_elasticnet,0.36025439130644393,0.2618257384861673,306.59893358959124,176.9120458262864,0.625,0.17745222208780898,97.66553662009048
564,P3_additive_gam,0.31843037132179897,0.20135601441877152,296.55772298884864,147.21498763699398,0.55,0.11712236143313633,70.57749764373371
564,C1_restricted_boosting,0.3337564132359081,0.2230169195956969,288.77256030444363,155.2282222507859,0.425,0.1216686844783423,72.6547194763479
565,P1_ridge,0.33861352747037843,0.24962093394466708,299.084928984133,174.2580499290076,0.5609756097560976,0.1444922112140836,80.14145385513919
565,P2_elasticnet,0.35132953158936053,0.25565780972176855,304.4104331154579,177.9460368348649,0.5121951219512195,0.1520694791844542,85.74515874682561
565,P3_additive_gam,0.33875949957456664,0.2342306720221055,303.73105084519295,168.7057315182575,0.5365853658536586,0.12896150280443838,77.82203676504399
565,C1_restricted_boosting,0.3421184277719746,0.23375674166577656,294.27708521322535,169.22829818548394,0.5365853658536586,0.1381045734432756,85.72391842720542
566,P1_ridge,0.3575234922106757,0.25404858718396345,309.74757803851264,178.31899054181378,0.525,0.1387039167970771,77.36604651608853
566,P2_elasticnet,0.373726099013744,0.2624473703646612,317.625787520826,184.62993417921024,0.45,0.1432653131981267,81.66351932411808
566,P3_additive_gam,0.34547637360114525,0.245794752501254,306.8289199856981,177.3845379118699,0.5,0.14038870076289603,84.0515642283245
566,C1_restricted_boosting,0.34942499225039525,0.24093416952885827,297.8654325087734,173.77296315110155,0.55,0.16908733251422411,105.6787272053568
567,P1_ridge,0.3175133298384491,0.2172660811678055,296.7690372244833,158.85959873715652,0.525,0.09562679796738172,51.37675069914398
567,P2_elasticnet,0.3267378219286138,0.21949253088239687,299.62445829396825,160.37357829040815,0.475,0.09868880336324008,54.352855842960366
567,P3_additive_gam,0.30978871792483037,0.21902897101004903,291.9671724363592,160.3883229289585,0.575,0.11495159637960414,67.52905992323797
567,C1_restricted_boosting,0.30667989092572784,0.19865693932960585,281.9151711934779,151.34408448529788,0.475,0.10276288332378916,66.38210300025679
568,P1_ridge,0.31458418113621955,0.20298755035296723,290.7396022674071,148.96026646327144,0.5365853658536586,0.10728928766072471,63.542499685532306
568,P2_elasticnet,0.3206949305194053,0.20774086723811613,293.4811883633697,151.02051661427518,0.5365853658536586,0.1112633242429216,65.70604792803596
568,P3_additive_gam,0.2949890279846347,0.17894532115672088,280.84849626187287,133.3627951482871,0.2926829268292683,0.07128035739889825,42.080496710176014
568,C1_restricted_boosting,0.26581230886274776,0.16800317374241372,255.5829453326155,123.20836655311858,0.4878048780487805,0.06669889879648015,39.29784505972529
569,P1_ridge,0.33121941563032514,0.2376170207851523,254.0999182158934,163.80219161949356,0.55,0.12298619733004852,65.31264335135631
569,P2_elasticnet,0.33948128536445105,0.24313989565682892,254.95710927434988,166.16202233230513,0.525,0.1318075508975941,70.51188631744472
569,P3_additive_gam,0.27106080786074593,0.17782913939711734,223.6330204476861,129.5030656138583,0.45,0.08178169432396731,47.35221688646622
569,C1_restricted_boosting,0.2790171208271983,0.19934893006861143,212.98385944880033,136.0905835900214,0.475,0.09624965703285174,53.06361871586262
570,P1_ridge,0.3858812227040511,0.28983969761024214,358.5746783205535,224.73548513719717,0.4878048780487805,0.1075331618466536,62.009206263885595
570,P2_elasticnet,0.389225788153178,0.2854008847254257,359.3838315079401,221.9050088250738,0.43902439024390244,0.10484761786678946,61.32047484997023
570,P3_additive_gam,0.3720161053550308,0.2564959334254623,350.6274306440622,202.80058987397229,0.34146341463414637,0.07597611591708595,45.4861476887191
570,C1_restricted_boosting,0.31460433765727175,0.20841047504921037,310.4883789154529,170.7466447452006,0.3170731707317073,0.04908275069627407,31.430011605441532
