replicate,method_id,rmse_log,mae_log,rmse_cycle,mae_cycle,overprediction_rate,mean_positive_log_error,mean_positive_cycle_error
9,P2_elasticnet,0.33816637247761416,0.2233562455530938,291.1780986265118,152.69895750572104,0.47619047619047616,0.13909735062209022,75.86940465395101
9,P3_additive_gam,0.3303945642250599,0.2199034763471311,295.9034452833927,157.4537697827549,0.5714285714285714,0.1317537515567379,78.63845999109493
9,C1_restricted_boosting,0.3315574329126748,0.2404718067335917,283.112633489904,169.76862529773686,0.5476190476190477,0.14623982565448349,87.33438492714326
10,P1_ridge,0.4059457995958368,0.29331359194659895,359.7699726901472,215.5649698649555,0.5,0.1338259705357498,73.15502995722905
10,P2_elasticnet,0.4262986971523821,0.3095613108922734,369.1968325417582,226.741381462309,0.475,0.14480766015368876,81.53451306752139
10,P3_additive_gam,0.41293475899336357,0.28696718146376715,370.5916332097166,220.36095128372594,0.5,0.13356674664126716,83.81845659468829
10,C1_restricted_boosting,0.410698120863101,0.28728777876181644,351.3495135139634,212.5660423515175,0.45,0.14397270575126114,89.72231158247534
11,P1_ridge,0.40683958698555567,0.2725260235100634,398.73126135300254,210.9952562812499,0.5952380952380952,0.14394711502341234,81.95864411308655
11,P2_elasticnet,0.41881900429932106,0.2783590911446946,404.1138787995362,214.34561510172358,0.5476190476190477,0.1511857651054783,86.98601334930439
11,P3_additive_gam,0.4105465935786512,0.2635287706417079,403.5336270153049,210.62359283373584,0.47619047619047616,0.1350110367525378,84.46811225553078
11,C1_restricted_boosting,0.37506266513874137,0.25868664538694025,370.8890422540979,205.9365084100998,0.5238095238095238,0.13390103707789816,82.3037820647146
12,P1_ridge,0.48015779706172473,0.34842195711863677,459.14885155986246,277.11592117051407,0.5,0.15286026268780153,85.75364596737184
12,P2_elasticnet,0.494142534879937,0.36014778967367334,465.14359124486685,284.48729565336106,0.475,0.16599743722053956,94.8359386386256
